Total Nacional;Comunidades y Ciudades Autónomas;Superficie útil de la vivienda;Tamaño del hogar;periodo;Total
Total Nacional;País Vasco;Entre 106 y 150 m2;1 persona;2014;14,8
Total Nacional;País Vasco;Entre 106 y 150 m2;1 persona;2013;15,1
Total Nacional;País Vasco;Entre 106 y 150 m2;2 personas;2020;35,0
Total Nacional;País Vasco;Entre 106 y 150 m2;2 personas;2019;29,2
Total Nacional;País Vasco;Entre 106 y 150 m2;2 personas;2018;27,8
Total Nacional;País Vasco;Entre 106 y 150 m2;2 personas;2017;29,5
Total Nacional;País Vasco;Entre 106 y 150 m2;2 personas;2016;25,6
Total Nacional;País Vasco;Entre 106 y 150 m2;2 personas;2015;29,5
Total Nacional;País Vasco;Entre 106 y 150 m2;2 personas;2014;22,8
Total Nacional;País Vasco;Entre 106 y 150 m2;2 personas;2013;21,5
Total Nacional;País Vasco;Entre 106 y 150 m2;3 personas;2020;15,1
Total Nacional;País Vasco;Entre 106 y 150 m2;3 personas;2019;20,7
Total Nacional;País Vasco;Entre 106 y 150 m2;3 personas;2018;18,5
Total Nacional;País Vasco;Entre 106 y 150 m2;3 personas;2017;17,7
Total Nacional;País Vasco;Entre 106 y 150 m2;3 personas;2016;19,1
Total Nacional;País Vasco;Entre 106 y 150 m2;3 personas;2015;18,7
Total Nacional;País Vasco;Entre 106 y 150 m2;3 personas;2014;16,8
Total Nacional;País Vasco;Entre 106 y 150 m2;3 personas;2013;15,8
Total Nacional;País Vasco;Entre 106 y 150 m2;4 personas;2020;24,8
Total Nacional;País Vasco;Entre 106 y 150 m2;4 personas;2019;22,3
Total Nacional;País Vasco;Entre 106 y 150 m2;4 personas;2018;22,8
Total Nacional;País Vasco;Entre 106 y 150 m2;4 personas;2017;20,8
Total Nacional;País Vasco;Entre 106 y 150 m2;4 personas;2016;16,3
Total Nacional;País Vasco;Entre 106 y 150 m2;4 personas;2015;18,0
Total Nacional;País Vasco;Entre 106 y 150 m2;4 personas;2014;18,7
Total Nacional;País Vasco;Entre 106 y 150 m2;4 personas;2013;15,9
Total Nacional;País Vasco;Entre 106 y 150 m2;5 personas;2020;6,3
Total Nacional;País Vasco;Entre 106 y 150 m2;5 personas;2019;4,8
Total Nacional;País Vasco;Entre 106 y 150 m2;5 personas;2018;5,4
Total Nacional;País Vasco;Entre 106 y 150 m2;5 personas;2017;5,7
Total Nacional;País Vasco;Entre 106 y 150 m2;5 personas;2016;3,7
Total Nacional;País Vasco;Entre 106 y 150 m2;5 personas;2015;3,0
Total Nacional;País Vasco;Entre 106 y 150 m2;5 personas;2014;5,0
Total Nacional;País Vasco;Entre 106 y 150 m2;5 personas;2013;6,8
Total Nacional;País Vasco;Entre 106 y 150 m2;6 personas;2020;1,8
Total Nacional;País Vasco;Entre 106 y 150 m2;6 personas;2019;0,9
Total Nacional;País Vasco;Entre 106 y 150 m2;6 personas;2018;1,1
Total Nacional;País Vasco;Entre 106 y 150 m2;6 personas;2017;1,0
Total Nacional;País Vasco;Entre 106 y 150 m2;6 personas;2016;..
Total Nacional;País Vasco;Entre 106 y 150 m2;6 personas;2015;1,5
Total Nacional;País Vasco;Entre 106 y 150 m2;6 personas;2014;0,8
Total Nacional;País Vasco;Entre 106 y 150 m2;6 personas;2013;0,5
Total Nacional;País Vasco;Entre 106 y 150 m2;7 personas;2020;0,6
Total Nacional;País Vasco;Entre 106 y 150 m2;7 personas;2019;..
Total Nacional;País Vasco;Entre 106 y 150 m2;7 personas;2018;0,3
Total Nacional;País Vasco;Entre 106 y 150 m2;7 personas;2017;..
Total Nacional;País Vasco;Entre 106 y 150 m2;7 personas;2016;0,2
Total Nacional;País Vasco;Entre 106 y 150 m2;7 personas;2015;0,2
Total Nacional;País Vasco;Entre 106 y 150 m2;7 personas;2014;0,2
Total Nacional;País Vasco;Entre 106 y 150 m2;7 personas;2013;0,9
Total Nacional;País Vasco;Entre 106 y 150 m2;8 personas o más;2020;..
Total Nacional;País Vasco;Entre 106 y 150 m2;8 personas o más;2019;..
Total Nacional;País Vasco;Entre 106 y 150 m2;8 personas o más;2018;0,2
Total Nacional;País Vasco;Entre 106 y 150 m2;8 personas o más;2017;0,1
Total Nacional;País Vasco;Entre 106 y 150 m2;8 personas o más;2016;..
Total Nacional;País Vasco;Entre 106 y 150 m2;8 personas o más;2015;..
Total Nacional;País Vasco;Entre 106 y 150 m2;8 personas o más;2014;0,0
Total Nacional;País Vasco;Entre 106 y 150 m2;8 personas o más;2013;..
Total Nacional;País Vasco;Más de 150 m2;Total;2020;49,6
Total Nacional;País Vasco;Más de 150 m2;Total;2019;56,0
Total Nacional;País Vasco;Más de 150 m2;Total;2018;52,0
Total Nacional;País Vasco;Más de 150 m2;Total;2017;42,6
Total Nacional;País Vasco;Más de 150 m2;Total;2016;45,2
Total Nacional;País Vasco;Más de 150 m2;Total;2015;52,9
Total Nacional;País Vasco;Más de 150 m2;Total;2014;44,5
Total Nacional;País Vasco;Más de 150 m2;Total;2013;30,4
Total Nacional;País Vasco;Más de 150 m2;1 persona;2020;7,1
Total Nacional;País Vasco;Más de 150 m2;1 persona;2019;9,8
Total Nacional;País Vasco;Más de 150 m2;1 persona;2018;10,9
Total Nacional;País Vasco;Más de 150 m2;1 persona;2017;7,8
Total Nacional;País Vasco;Más de 150 m2;1 persona;2016;9,7
Total Nacional;País Vasco;Más de 150 m2;1 persona;2015;8,6
Total Nacional;País Vasco;Más de 150 m2;1 persona;2014;9,0
Total Nacional;País Vasco;Más de 150 m2;1 persona;2013;3,6
Total Nacional;País Vasco;Más de 150 m2;2 personas;2020;15,9
Total Nacional;País Vasco;Más de 150 m2;2 personas;2019;18,2
Total Nacional;País Vasco;Más de 150 m2;2 personas;2018;15,2
Total Nacional;País Vasco;Más de 150 m2;2 personas;2017;14,6
Total Nacional;País Vasco;Más de 150 m2;2 personas;2016;10,5
Total Nacional;País Vasco;Más de 150 m2;2 personas;2015;15,2
Total Nacional;País Vasco;Más de 150 m2;2 personas;2014;13,3
Total Nacional;País Vasco;Más de 150 m2;2 personas;2013;10,3
Total Nacional;País Vasco;Más de 150 m2;3 personas;2020;9,4
Total Nacional;País Vasco;Más de 150 m2;3 personas;2019;10,3
Total Nacional;País Vasco;Más de 150 m2;3 personas;2018;9,6
Total Nacional;País Vasco;Más de 150 m2;3 personas;2017;9,4
Total Nacional;País Vasco;Más de 150 m2;3 personas;2016;8,9
Total Nacional;País Vasco;Más de 150 m2;3 personas;2015;10,1
Total Nacional;País Vasco;Más de 150 m2;3 personas;2014;10,1
Total Nacional;País Vasco;Más de 150 m2;3 personas;2013;7,7
Total Nacional;País Vasco;Más de 150 m2;4 personas;2020;12,5
Total Nacional;País Vasco;Más de 150 m2;4 personas;2019;13,1
Total Nacional;País Vasco;Más de 150 m2;4 personas;2018;9,5
Total Nacional;País Vasco;Más de 150 m2;4 personas;2017;7,2
Total Nacional;País Vasco;Más de 150 m2;4 personas;2016;8,4
Total Nacional;País Vasco;Más de 150 m2;4 personas;2015;11,6
Total Nacional;País Vasco;Más de 150 m2;4 personas;2014;6,8
Total Nacional;País Vasco;Más de 150 m2;4 personas;2013;4,7
Total Nacional;País Vasco;Más de 150 m2;5 personas;2020;4,4
Total Nacional;País Vasco;Más de 150 m2;5 personas;2019;3,8
Total Nacional;País Vasco;Más de 150 m2;5 personas;2018;5,3
Total Nacional;País Vasco;Más de 150 m2;5 personas;2017;3,1
Total Nacional;País Vasco;Más de 150 m2;5 personas;2016;5,2
Total Nacional;País Vasco;Más de 150 m2;5 personas;2015;4,7
Total Nacional;País Vasco;Más de 150 m2;5 personas;2014;3,5
Total Nacional;País Vasco;Más de 150 m2;5 personas;2013;3,2
Total Nacional;País Vasco;Más de 150 m2;6 personas;2020;0,3
Total Nacional;País Vasco;Más de 150 m2;6 personas;2019;0,6
Total Nacional;País Vasco;Más de 150 m2;6 personas;2018;1,1
Total Nacional;País Vasco;Más de 150 m2;6 personas;2017;0,2
Total Nacional;País Vasco;Más de 150 m2;6 personas;2016;1,8
Total Nacional;País Vasco;Más de 150 m2;6 personas;2015;2,0
Total Nacional;País Vasco;Más de 150 m2;6 personas;2014;1,5
Total Nacional;País Vasco;Más de 150 m2;6 personas;2013;0,9
Total Nacional;País Vasco;Más de 150 m2;7 personas;2020;..
Total Nacional;País Vasco;Más de 150 m2;7 personas;2019;0,3
Total Nacional;País Vasco;Más de 150 m2;7 personas;2018;0,2
Total Nacional;País Vasco;Más de 150 m2;7 personas;2017;0,2
Total Nacional;País Vasco;Más de 150 m2;7 personas;2016;0,3
Total Nacional;País Vasco;Más de 150 m2;7 personas;2015;0,3
Total Nacional;País Vasco;Más de 150 m2;7 personas;2014;0,0
Total Nacional;País Vasco;Más de 150 m2;7 personas;2013;..
Total Nacional;País Vasco;Más de 150 m2;8 personas o más;2020;..
Total Nacional;País Vasco;Más de 150 m2;8 personas o más;2019;..
Total Nacional;País Vasco;Más de 150 m2;8 personas o más;2018;0,1
Total Nacional;País Vasco;Más de 150 m2;8 personas o más;2017;..
Total Nacional;País Vasco;Más de 150 m2;8 personas o más;2016;0,4
Total Nacional;País Vasco;Más de 150 m2;8 personas o más;2015;0,5
Total Nacional;País Vasco;Más de 150 m2;8 personas o más;2014;0,2
Total Nacional;País Vasco;Más de 150 m2;8 personas o más;2013;..
Total Nacional;Rioja, La;Total;Total;2020;130,8
Total Nacional;Rioja, La;Total;Total;2019;129,9
Total Nacional;Rioja, La;Total;Total;2018;129,6
Total Nacional;Rioja, La;Total;Total;2017;129,4
Total Nacional;Rioja, La;Total;Total;2016;129,3
Total Nacional;Rioja, La;Total;Total;2015;129,0
Total Nacional;Rioja, La;Total;Total;2014;129,0
Total Nacional;Rioja, La;Total;Total;2013;129,4
Total Nacional;Rioja, La;Total;1 persona;2020;37,8
Total Nacional;Rioja, La;Total;1 persona;2019;37,1
Total Nacional;Rioja, La;Total;1 persona;2018;36,9
Total Nacional;Rioja, La;Total;1 persona;2017;36,8
Total Nacional;Rioja, La;Total;1 persona;2016;36,8
Total Nacional;Rioja, La;Total;1 persona;2015;36,6
Total Nacional;Rioja, La;Total;1 persona;2014;36,3
Total Nacional;Rioja, La;Total;1 persona;2013;35,9
Total Nacional;Rioja, La;Total;2 personas;2020;40,8
Total Nacional;Rioja, La;Total;2 personas;2019;40,5
Total Nacional;Rioja, La;Total;2 personas;2018;40,4
Total Nacional;Rioja, La;Total;2 personas;2017;40,3
Total Nacional;Rioja, La;Total;2 personas;2016;40,3
Total Nacional;Rioja, La;Total;2 personas;2015;40,2
Total Nacional;Rioja, La;Total;2 personas;2014;40,2
Total Nacional;Rioja, La;Total;2 personas;2013;40,0
Total Nacional;Rioja, La;Total;3 personas;2020;25,9
Total Nacional;Rioja, La;Total;3 personas;2019;26,0
Total Nacional;Rioja, La;Total;3 personas;2018;26,1
Total Nacional;Rioja, La;Total;3 personas;2017;26,0
Total Nacional;Rioja, La;Total;3 personas;2016;26,0
Total Nacional;Rioja, La;Total;3 personas;2015;25,9
Total Nacional;Rioja, La;Total;3 personas;2014;25,9
Total Nacional;Rioja, La;Total;3 personas;2013;26,3
Total Nacional;Rioja, La;Total;4 personas;2020;20,1
Total Nacional;Rioja, La;Total;4 personas;2019;20,3
Total Nacional;Rioja, La;Total;4 personas;2018;20,3
Total Nacional;Rioja, La;Total;4 personas;2017;20,4
Total Nacional;Rioja, La;Total;4 personas;2016;20,4
Total Nacional;Rioja, La;Total;4 personas;2015;20,4
Total Nacional;Rioja, La;Total;4 personas;2014;20,5
Total Nacional;Rioja, La;Total;4 personas;2013;20,8
Total Nacional;Rioja, La;Total;5 personas;2020;4,0
Total Nacional;Rioja, La;Total;5 personas;2019;3,4
Total Nacional;Rioja, La;Total;5 personas;2018;4,3
Total Nacional;Rioja, La;Total;5 personas;2017;4,9
Total Nacional;Rioja, La;Total;5 personas;2016;4,3
Total Nacional;Rioja, La;Total;5 personas;2015;3,8
Total Nacional;Rioja, La;Total;5 personas;2014;4,8
Total Nacional;Rioja, La;Total;5 personas;2013;4,7
Total Nacional;Rioja, La;Total;6 personas;2020;1,0
Total Nacional;Rioja, La;Total;6 personas;2019;2,1
Total Nacional;Rioja, La;Total;6 personas;2018;1,3
Total Nacional;Rioja, La;Total;6 personas;2017;0,4
Total Nacional;Rioja, La;Total;6 personas;2016;0,9
Total Nacional;Rioja, La;Total;6 personas;2015;1,5
Total Nacional;Rioja, La;Total;6 personas;2014;0,8
Total Nacional;Rioja, La;Total;6 personas;2013;1,4
Total Nacional;Rioja, La;Total;7 personas;2020;1,2
Total Nacional;Rioja, La;Total;7 personas;2019;0,5
Total Nacional;Rioja, La;Total;7 personas;2018;..
Total Nacional;Rioja, La;Total;7 personas;2017;0,2
Total Nacional;Rioja, La;Total;7 personas;2016;0,3
Total Nacional;Rioja, La;Total;7 personas;2015;0,3
Total Nacional;Rioja, La;Total;7 personas;2014;0,2
Total Nacional;Rioja, La;Total;7 personas;2013;..
Total Nacional;Rioja, La;Total;8 personas o más;2020;..
Total Nacional;Rioja, La;Total;8 personas o más;2019;..
Total Nacional;Rioja, La;Total;8 personas o más;2018;0,3
Total Nacional;Rioja, La;Total;8 personas o más;2017;0,3
Total Nacional;Rioja, La;Total;8 personas o más;2016;0,3
Total Nacional;Rioja, La;Total;8 personas o más;2015;0,3
Total Nacional;Rioja, La;Total;8 personas o más;2014;0,3
Total Nacional;Rioja, La;Total;8 personas o más;2013;0,3
Total Nacional;Rioja, La;Menos de 46 m2;Total;2020;1,6
Total Nacional;Rioja, La;Menos de 46 m2;Total;2019;1,8
Total Nacional;Rioja, La;Menos de 46 m2;Total;2018;2,2
Total Nacional;Rioja, La;Menos de 46 m2;Total;2017;1,9
Total Nacional;Rioja, La;Menos de 46 m2;Total;2016;1,0
Total Nacional;Rioja, La;Menos de 46 m2;Total;2015;2,3
Total Nacional;Rioja, La;Menos de 46 m2;Total;2014;3,0
Total Nacional;Rioja, La;Menos de 46 m2;Total;2013;1,9
Total Nacional;Rioja, La;Menos de 46 m2;1 persona;2020;1,5
Total Nacional;Rioja, La;Menos de 46 m2;1 persona;2019;1,6
Total Nacional;Rioja, La;Menos de 46 m2;1 persona;2018;1,8
Total Nacional;Rioja, La;Menos de 46 m2;1 persona;2017;1,4
Total Nacional;Rioja, La;Menos de 46 m2;1 persona;2016;0,9
Total Nacional;Rioja, La;Menos de 46 m2;1 persona;2015;1,7
Total Nacional;Rioja, La;Menos de 46 m2;1 persona;2014;1,9
Total Nacional;Rioja, La;Menos de 46 m2;1 persona;2013;1,2
Total Nacional;Rioja, La;Menos de 46 m2;2 personas;2020;0,1
Total Nacional;Rioja, La;Menos de 46 m2;2 personas;2019;0,2
Total Nacional;Rioja, La;Menos de 46 m2;2 personas;2018;0,4
Total Nacional;Rioja, La;Menos de 46 m2;2 personas;2017;0,2
Total Nacional;Rioja, La;Menos de 46 m2;2 personas;2016;0,1
Total Nacional;Rioja, La;Menos de 46 m2;2 personas;2015;0,5
Total Nacional;Rioja, La;Menos de 46 m2;2 personas;2014;0,7
Total Nacional;Rioja, La;Menos de 46 m2;2 personas;2013;0,5
Total Nacional;Rioja, La;Menos de 46 m2;3 personas;2020;..
Total Nacional;Rioja, La;Menos de 46 m2;3 personas;2019;..
Total Nacional;Rioja, La;Menos de 46 m2;3 personas;2018;..
Total Nacional;Rioja, La;Menos de 46 m2;3 personas;2017;0,1
Total Nacional;Rioja, La;Menos de 46 m2;3 personas;2016;..
Total Nacional;Rioja, La;Menos de 46 m2;3 personas;2015;..
Total Nacional;Rioja, La;Menos de 46 m2;3 personas;2014;0,3
Total Nacional;Rioja, La;Menos de 46 m2;3 personas;2013;0,1
Total Nacional;Rioja, La;Menos de 46 m2;4 personas;2020;..
Total Nacional;Rioja, La;Menos de 46 m2;4 personas;2019;..
Total Nacional;Rioja, La;Menos de 46 m2;4 personas;2018;..
Total Nacional;Rioja, La;Menos de 46 m2;4 personas;2017;0,1
Total Nacional;Rioja, La;Menos de 46 m2;4 personas;2016;..
Total Nacional;Rioja, La;Menos de 46 m2;4 personas;2015;..
Total Nacional;Rioja, La;Menos de 46 m2;4 personas;2014;0,1
Total Nacional;Rioja, La;Menos de 46 m2;4 personas;2013;0,1
Total Nacional;Rioja, La;Menos de 46 m2;5 personas;2020;..
Total Nacional;Rioja, La;Menos de 46 m2;5 personas;2019;..
Total Nacional;Rioja, La;Menos de 46 m2;5 personas;2018;..
Total Nacional;Rioja, La;Menos de 46 m2;5 personas;2017;..
Total Nacional;Rioja, La;Menos de 46 m2;5 personas;2016;..
Total Nacional;Rioja, La;Menos de 46 m2;5 personas;2015;0,1
Total Nacional;Rioja, La;Menos de 46 m2;5 personas;2014;..
Total Nacional;Rioja, La;Menos de 46 m2;5 personas;2013;0,1
Total Nacional;Rioja, La;Menos de 46 m2;6 personas;2020;..
Total Nacional;Rioja, La;Menos de 46 m2;6 personas;2019;..
Total Nacional;Rioja, La;Menos de 46 m2;6 personas;2018;..
Total Nacional;Rioja, La;Menos de 46 m2;6 personas;2017;..
Total Nacional;Rioja, La;Menos de 46 m2;6 personas;2016;..
Total Nacional;Rioja, La;Menos de 46 m2;6 personas;2015;..
Total Nacional;Rioja, La;Menos de 46 m2;6 personas;2014;..
Total Nacional;Rioja, La;Menos de 46 m2;6 personas;2013;..
Total Nacional;Rioja, La;Menos de 46 m2;7 personas;2020;..
Total Nacional;Rioja, La;Menos de 46 m2;7 personas;2019;..
Total Nacional;Rioja, La;Menos de 46 m2;7 personas;2018;..
Total Nacional;Rioja, La;Menos de 46 m2;7 personas;2017;..
Total Nacional;Rioja, La;Menos de 46 m2;7 personas;2016;..
Total Nacional;Rioja, La;Menos de 46 m2;7 personas;2015;..
Total Nacional;Rioja, La;Menos de 46 m2;7 personas;2014;..
Total Nacional;Rioja, La;Menos de 46 m2;7 personas;2013;..
Total Nacional;Rioja, La;Menos de 46 m2;8 personas o más;2020;..
Total Nacional;Rioja, La;Menos de 46 m2;8 personas o más;2019;..
Total Nacional;Rioja, La;Menos de 46 m2;8 personas o más;2018;..
Total Nacional;Rioja, La;Menos de 46 m2;8 personas o más;2017;..
Total Nacional;Rioja, La;Menos de 46 m2;8 personas o más;2016;..
Total Nacional;Rioja, La;Menos de 46 m2;8 personas o más;2015;..
Total Nacional;Rioja, La;Menos de 46 m2;8 personas o más;2014;..
Total Nacional;Rioja, La;Menos de 46 m2;8 personas o más;2013;..
Total Nacional;Rioja, La;Entre 46 y 75 m2;Total;2020;28,0
Total Nacional;Rioja, La;Entre 46 y 75 m2;Total;2019;28,4
Total Nacional;Rioja, La;Entre 46 y 75 m2;Total;2018;27,0
Total Nacional;Rioja, La;Entre 46 y 75 m2;Total;2017;28,2
Total Nacional;Rioja, La;Entre 46 y 75 m2;Total;2016;30,4
Total Nacional;Rioja, La;Entre 46 y 75 m2;Total;2015;32,2
Total Nacional;Rioja, La;Entre 46 y 75 m2;Total;2014;29,1
Total Nacional;Rioja, La;Entre 46 y 75 m2;Total;2013;30,7
Total Nacional;Rioja, La;Entre 46 y 75 m2;1 persona;2020;10,2
Total Nacional;Rioja, La;Entre 46 y 75 m2;1 persona;2019;13,3
Total Nacional;Rioja, La;Entre 46 y 75 m2;1 persona;2018;10,6
Total Nacional;Rioja, La;Entre 46 y 75 m2;1 persona;2017;10,5
Total Nacional;Rioja, La;Entre 46 y 75 m2;1 persona;2016;12,1
Total Nacional;Rioja, La;Entre 46 y 75 m2;1 persona;2015;13,4
Total Nacional;Rioja, La;Entre 46 y 75 m2;1 persona;2014;12,2
Total Nacional;Rioja, La;Entre 46 y 75 m2;1 persona;2013;12,7
Total Nacional;Rioja, La;Entre 46 y 75 m2;2 personas;2020;7,5
Total Nacional;Rioja, La;Entre 46 y 75 m2;2 personas;2019;6,8
Total Nacional;Rioja, La;Entre 46 y 75 m2;2 personas;2018;9,2
Total Nacional;Rioja, La;Entre 46 y 75 m2;2 personas;2017;8,7
Total Nacional;Rioja, La;Entre 46 y 75 m2;2 personas;2016;10,7
Total Nacional;Rioja, La;Entre 46 y 75 m2;2 personas;2015;10,5
Total Nacional;Rioja, La;Entre 46 y 75 m2;2 personas;2014;8,7
Total Nacional;Rioja, La;Entre 46 y 75 m2;2 personas;2013;9,4
Total Nacional;Rioja, La;Entre 46 y 75 m2;3 personas;2020;6,6
Total Nacional;Rioja, La;Entre 46 y 75 m2;3 personas;2019;6,0
Total Nacional;Rioja, La;Entre 46 y 75 m2;3 personas;2018;4,4
Total Nacional;Rioja, La;Entre 46 y 75 m2;3 personas;2017;5,9
Total Nacional;Rioja, La;Entre 46 y 75 m2;3 personas;2016;4,2
Total Nacional;Rioja, La;Entre 46 y 75 m2;3 personas;2015;4,3
Total Nacional;Rioja, La;Entre 46 y 75 m2;3 personas;2014;4,9
Total Nacional;Rioja, La;Entre 46 y 75 m2;3 personas;2013;4,8
Total Nacional;Rioja, La;Entre 46 y 75 m2;4 personas;2020;2,6
Total Nacional;Rioja, La;Entre 46 y 75 m2;4 personas;2019;1,9
Total Nacional;Rioja, La;Entre 46 y 75 m2;4 personas;2018;2,3
Total Nacional;Rioja, La;Entre 46 y 75 m2;4 personas;2017;2,3
Total Nacional;Rioja, La;Entre 46 y 75 m2;4 personas;2016;2,6
Total Nacional;Rioja, La;Entre 46 y 75 m2;4 personas;2015;2,7
Total Nacional;Rioja, La;Entre 46 y 75 m2;4 personas;2014;2,3
Total Nacional;Rioja, La;Entre 46 y 75 m2;4 personas;2013;2,7
Total Nacional;Rioja, La;Entre 46 y 75 m2;5 personas;2020;0,7
Total Nacional;Rioja, La;Entre 46 y 75 m2;5 personas;2019;0,2
Total Nacional;Rioja, La;Entre 46 y 75 m2;5 personas;2018;0,5
Total Nacional;Rioja, La;Entre 46 y 75 m2;5 personas;2017;0,7
Total Nacional;Rioja, La;Entre 46 y 75 m2;5 personas;2016;0,5
Total Nacional;Rioja, La;Entre 46 y 75 m2;5 personas;2015;0,6
Total Nacional;Rioja, La;Entre 46 y 75 m2;5 personas;2014;0,9
Total Nacional;Rioja, La;Entre 46 y 75 m2;5 personas;2013;0,9
Total Nacional;Rioja, La;Entre 46 y 75 m2;6 personas;2020;0,2
Total Nacional;Rioja, La;Entre 46 y 75 m2;6 personas;2019;0,2
Total Nacional;Rioja, La;Entre 46 y 75 m2;6 personas;2018;..
Total Nacional;Rioja, La;Entre 46 y 75 m2;6 personas;2017;..
Total Nacional;Rioja, La;Entre 46 y 75 m2;6 personas;2016;0,1
Total Nacional;Rioja, La;Entre 46 y 75 m2;6 personas;2015;0,5
Total Nacional;Rioja, La;Entre 46 y 75 m2;6 personas;2014;0,1
Total Nacional;Rioja, La;Entre 46 y 75 m2;6 personas;2013;0,2
Total Nacional;Rioja, La;Entre 46 y 75 m2;7 personas;2020;..
Total Nacional;Rioja, La;Entre 46 y 75 m2;7 personas;2019;..
Total Nacional;Rioja, La;Entre 46 y 75 m2;7 personas;2018;..
Total Nacional;Rioja, La;Entre 46 y 75 m2;7 personas;2017;..
Total Nacional;Rioja, La;Entre 46 y 75 m2;7 personas;2016;0,1
Total Nacional;Rioja, La;Entre 46 y 75 m2;7 personas;2015;0,1
Total Nacional;Rioja, La;Entre 46 y 75 m2;7 personas;2014;..
Total Nacional;Rioja, La;Entre 46 y 75 m2;7 personas;2013;..
Total Nacional;Rioja, La;Entre 46 y 75 m2;8 personas o más;2020;..
Total Nacional;Rioja, La;Entre 46 y 75 m2;8 personas o más;2019;..
Total Nacional;Rioja, La;Entre 46 y 75 m2;8 personas o más;2018;..
Total Nacional;Rioja, La;Entre 46 y 75 m2;8 personas o más;2017;..
Total Nacional;Rioja, La;Entre 46 y 75 m2;8 personas o más;2016;0,1
Total Nacional;Rioja, La;Entre 46 y 75 m2;8 personas o más;2015;..
Total Nacional;Rioja, La;Entre 46 y 75 m2;8 personas o más;2014;..
Total Nacional;Rioja, La;Entre 46 y 75 m2;8 personas o más;2013;..
Total Nacional;Rioja, La;Entre 76 y 105 m2;Total;2020;68,1
Total Nacional;Rioja, La;Entre 76 y 105 m2;Total;2019;66,5
Total Nacional;Rioja, La;Entre 76 y 105 m2;Total;2018;64,9
Total Nacional;Rioja, La;Entre 76 y 105 m2;Total;2017;66,6
Total Nacional;Rioja, La;Entre 76 y 105 m2;Total;2016;68,1
Total Nacional;Rioja, La;Entre 76 y 105 m2;Total;2015;64,9
Total Nacional;Rioja, La;Entre 76 y 105 m2;Total;2014;68,6
Total Nacional;Rioja, La;Entre 76 y 105 m2;Total;2013;67,2
Total Nacional;Rioja, La;Entre 76 y 105 m2;1 persona;2020;18,2
Total Nacional;Rioja, La;Entre 76 y 105 m2;1 persona;2019;15,0
Total Nacional;Rioja, La;Entre 76 y 105 m2;1 persona;2018;18,1
Total Nacional;Rioja, La;Entre 76 y 105 m2;1 persona;2017;17,0
Total Nacional;Rioja, La;Entre 76 y 105 m2;1 persona;2016;16,2
Total Nacional;Rioja, La;Entre 76 y 105 m2;1 persona;2015;15,4
Total Nacional;Rioja, La;Entre 76 y 105 m2;1 persona;2014;15,3
Total Nacional;Rioja, La;Entre 76 y 105 m2;1 persona;2013;16,0
Total Nacional;Rioja, La;Entre 76 y 105 m2;2 personas;2020;21,4
Total Nacional;Rioja, La;Entre 76 y 105 m2;2 personas;2019;22,0
Total Nacional;Rioja, La;Entre 76 y 105 m2;2 personas;2018;18,3
Total Nacional;Rioja, La;Entre 76 y 105 m2;2 personas;2017;19,6
Total Nacional;Rioja, La;Entre 76 y 105 m2;2 personas;2016;19,8
Total Nacional;Rioja, La;Entre 76 y 105 m2;2 personas;2015;21,0
Total Nacional;Rioja, La;Entre 76 y 105 m2;2 personas;2014;22,0
Total Nacional;Rioja, La;Entre 76 y 105 m2;2 personas;2013;21,1
Total Nacional;Rioja, La;Entre 76 y 105 m2;3 personas;2020;13,4
Total Nacional;Rioja, La;Entre 76 y 105 m2;3 personas;2019;13,9
Total Nacional;Rioja, La;Entre 76 y 105 m2;3 personas;2018;13,4
Total Nacional;Rioja, La;Entre 76 y 105 m2;3 personas;2017;14,5
Total Nacional;Rioja, La;Entre 76 y 105 m2;3 personas;2016;16,8
Total Nacional;Rioja, La;Entre 76 y 105 m2;3 personas;2015;14,4
Total Nacional;Rioja, La;Entre 76 y 105 m2;3 personas;2014;14,9
Total Nacional;Rioja, La;Entre 76 y 105 m2;3 personas;2013;15,4
Total Nacional;Rioja, La;Entre 76 y 105 m2;4 personas;2020;11,3
Total Nacional;Rioja, La;Entre 76 y 105 m2;4 personas;2019;11,9
Total Nacional;Rioja, La;Entre 76 y 105 m2;4 personas;2018;11,9
Total Nacional;Rioja, La;Entre 76 y 105 m2;4 personas;2017;12,9
Total Nacional;Rioja, La;Entre 76 y 105 m2;4 personas;2016;12,0
Total Nacional;Rioja, La;Entre 76 y 105 m2;4 personas;2015;12,0
Total Nacional;Rioja, La;Entre 76 y 105 m2;4 personas;2014;12,6
Total Nacional;Rioja, La;Entre 76 y 105 m2;4 personas;2013;11,5
Total Nacional;Rioja, La;Entre 76 y 105 m2;5 personas;2020;2,6
Total Nacional;Rioja, La;Entre 76 y 105 m2;5 personas;2019;2,2
Total Nacional;Rioja, La;Entre 76 y 105 m2;5 personas;2018;2,2
Total Nacional;Rioja, La;Entre 76 y 105 m2;5 personas;2017;1,8
Total Nacional;Rioja, La;Entre 76 y 105 m2;5 personas;2016;2,5
Total Nacional;Rioja, La;Entre 76 y 105 m2;5 personas;2015;1,5
Total Nacional;Rioja, La;Entre 76 y 105 m2;5 personas;2014;2,8
Total Nacional;Rioja, La;Entre 76 y 105 m2;5 personas;2013;2,4
Total Nacional;Rioja, La;Entre 76 y 105 m2;6 personas;2020;0,4
Total Nacional;Rioja, La;Entre 76 y 105 m2;6 personas;2019;1,2
