comunidades_y_ciudades_autónomas,tipo_vivienda,tipo_indicador,periodo,total,fecha,año,mes,trimestre
01 Andalucia,Vivienda nueva,Índice,2013T1,94.444,2013-01-01,2013,1,1
01 Andalucia,Vivienda nueva,Índice,2012T4,99.005,2012-10-01,2012,10,4
01 Andalucia,Vivienda nueva,Índice,2012T3,101.471,2012-07-01,2012,7,3
01 Andalucia,Vivienda nueva,Índice,2012T2,102.727,2012-04-01,2012,4,2
01 Andalucia,Vivienda nueva,Índice,2012T1,106.656,2012-01-01,2012,1,1
01 Andalucia,Vivienda nueva,Índice,2011T4,110.674,2011-10-01,2011,10,4
01 Andalucia,Vivienda nueva,Índice,2011T3,113.331,2011-07-01,2011,7,3
01 Andalucia,Vivienda nueva,Índice,2011T2,115.418,2011-04-01,2011,4,2
01 Andalucia,Vivienda nueva,Índice,2011T1,115.718,2011-01-01,2011,1,1
01 Andalucia,Vivienda nueva,Índice,2010T4,116.809,2010-10-01,2010,10,4
01 Andalucia,Vivienda nueva,Índice,2010T3,117.549,2010-07-01,2010,7,3
01 Andalucia,Vivienda nueva,Índice,2010T2,120.843,2010-04-01,2010,4,2
01 Andalucia,Vivienda nueva,Índice,2010T1,118.545,2010-01-01,2010,1,1
01 Andalucia,Vivienda nueva,Índice,2009T4,119.491,2009-10-01,2009,10,4
01 Andalucia,Vivienda nueva,Índice,2009T3,120.369,2009-07-01,2009,7,3
01 Andalucia,Vivienda nueva,Índice,2009T2,121.007,2009-04-01,2009,4,2
01 Andalucia,Vivienda nueva,Índice,2009T1,121.762,2009-01-01,2009,1,1
01 Andalucia,Vivienda nueva,Índice,2008T4,121.632,2008-10-01,2008,10,4
01 Andalucia,Vivienda nueva,Índice,2008T3,123.127,2008-07-01,2008,7,3
01 Andalucia,Vivienda nueva,Índice,2008T2,120.303,2008-04-01,2008,4,2
01 Andalucia,Vivienda nueva,Índice,2008T1,119.352,2008-01-01,2008,1,1
01 Andalucia,Vivienda nueva,Índice,2007T4,119.087,2007-10-01,2007,10,4
01 Andalucia,Vivienda nueva,Índice,2007T3,115.067,2007-07-01,2007,7,3
01 Andalucia,Vivienda nueva,Índice,2007T2,111.404,2007-04-01,2007,4,2
01 Andalucia,Vivienda nueva,Índice,2007T1,108.32,2007-01-01,2007,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2025T1,4.6,2025-01-01,2025,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2024T4,0.9,2024-10-01,2024,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2024T3,7.0,2024-07-01,2024,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2024T2,2.1,2024-04-01,2024,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2024T1,6.5,2024-01-01,2024,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2023T4,-2.3,2023-10-01,2023,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2023T3,6.7,2023-07-01,2023,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2023T2,0.4,2023-04-01,2023,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2023T1,0.7,2023-01-01,2023,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2022T4,3.8,2022-10-01,2022,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2022T3,0.9,2022-07-01,2022,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2022T2,0.4,2022-04-01,2022,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2022T1,3.3,2022-01-01,2022,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2021T4,1.8,2021-10-01,2021,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2021T3,5.4,2021-07-01,2021,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2021T2,1.5,2021-04-01,2021,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2021T1,-1.2,2021-01-01,2021,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2020T4,1.2,2020-10-01,2020,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2020T3,4.0,2020-07-01,2020,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2020T2,2.1,2020-04-01,2020,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2020T1,1.8,2020-01-01,2020,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2019T4,-2.1,2019-10-01,2019,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2019T3,5.0,2019-07-01,2019,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2019T2,2.6,2019-04-01,2019,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2019T1,1.0,2019-01-01,2019,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2018T4,0.6,2018-10-01,2018,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2018T3,3.4,2018-07-01,2018,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2018T2,2.0,2018-04-01,2018,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2018T1,0.9,2018-01-01,2018,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2017T4,0.2,2017-10-01,2017,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2017T3,1.2,2017-07-01,2017,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2017T2,1.9,2017-04-01,2017,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2017T1,2.2,2017-01-01,2017,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2016T4,-0.8,2016-10-01,2016,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2016T3,-1.3,2016-07-01,2016,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2016T2,4.1,2016-04-01,2016,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2016T1,2.8,2016-01-01,2016,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2015T4,1.8,2015-10-01,2015,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2015T3,-0.3,2015-07-01,2015,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2015T2,3.2,2015-04-01,2015,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2015T1,1.7,2015-01-01,2015,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2014T4,0.4,2014-10-01,2014,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2014T3,0.9,2014-07-01,2014,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2014T2,1.0,2014-04-01,2014,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2014T1,0.3,2014-01-01,2014,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2013T4,-0.3,2013-10-01,2013,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2013T3,1.4,2013-07-01,2013,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2013T2,-2.2,2013-04-01,2013,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2013T1,-4.6,2013-01-01,2013,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2012T4,-2.4,2012-10-01,2012,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2012T3,-1.2,2012-07-01,2012,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2012T2,-3.7,2012-04-01,2012,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2012T1,-3.6,2012-01-01,2012,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2011T4,-2.3,2011-10-01,2011,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2011T3,-1.8,2011-07-01,2011,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2011T2,-0.3,2011-04-01,2011,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2011T1,-0.9,2011-01-01,2011,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2010T4,-0.6,2010-10-01,2010,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2010T3,-2.7,2010-07-01,2010,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2010T2,1.9,2010-04-01,2010,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2010T1,-0.8,2010-01-01,2010,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2009T4,-0.7,2009-10-01,2009,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2009T3,-0.5,2009-07-01,2009,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2009T2,-0.6,2009-04-01,2009,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2009T1,0.1,2009-01-01,2009,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2008T4,-1.2,2008-10-01,2008,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2008T3,2.3,2008-07-01,2008,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2008T2,0.8,2008-04-01,2008,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2008T1,0.2,2008-01-01,2008,1,1
01 Andalucia,Vivienda nueva,Variación trimestral,2007T4,3.5,2007-10-01,2007,10,4
01 Andalucia,Vivienda nueva,Variación trimestral,2007T3,3.3,2007-07-01,2007,7,3
01 Andalucia,Vivienda nueva,Variación trimestral,2007T2,2.8,2007-04-01,2007,4,2
01 Andalucia,Vivienda nueva,Variación trimestral,2007T1,4.3,2007-01-01,2007,1,1
01 Andalucia,Vivienda nueva,Variación anual,2025T1,15.3,2025-01-01,2025,1,1
01 Andalucia,Vivienda nueva,Variación anual,2024T4,17.5,2024-10-01,2024,10,4
01 Andalucia,Vivienda nueva,Variación anual,2024T3,13.8,2024-07-01,2024,7,3
01 Andalucia,Vivienda nueva,Variación anual,2024T2,13.4,2024-04-01,2024,4,2
01 Andalucia,Vivienda nueva,Variación anual,2024T1,11.5,2024-01-01,2024,1,1
01 Andalucia,Vivienda nueva,Variación anual,2023T4,5.3,2023-10-01,2023,10,4
01 Andalucia,Vivienda nueva,Variación anual,2023T3,11.9,2023-07-01,2023,7,3
01 Andalucia,Vivienda nueva,Variación anual,2023T2,5.9,2023-04-01,2023,4,2
01 Andalucia,Vivienda nueva,Variación anual,2023T1,5.9,2023-01-01,2023,1,1
01 Andalucia,Vivienda nueva,Variación anual,2022T4,8.7,2022-10-01,2022,10,4
01 Andalucia,Vivienda nueva,Variación anual,2022T3,6.5,2022-07-01,2022,7,3
01 Andalucia,Vivienda nueva,Variación anual,2022T2,11.2,2022-04-01,2022,4,2
01 Andalucia,Vivienda nueva,Variación anual,2022T1,12.5,2022-01-01,2022,1,1
01 Andalucia,Vivienda nueva,Variación anual,2021T4,7.6,2021-10-01,2021,10,4
01 Andalucia,Vivienda nueva,Variación anual,2021T3,7.0,2021-07-01,2021,7,3
01 Andalucia,Vivienda nueva,Variación anual,2021T2,5.6,2021-04-01,2021,4,2
01 Andalucia,Vivienda nueva,Variación anual,2021T1,6.2,2021-01-01,2021,1,1
01 Andalucia,Vivienda nueva,Variación anual,2020T4,9.4,2020-10-01,2020,10,4
01 Andalucia,Vivienda nueva,Variación anual,2020T3,5.8,2020-07-01,2020,7,3
01 Andalucia,Vivienda nueva,Variación anual,2020T2,6.9,2020-04-01,2020,4,2
01 Andalucia,Vivienda nueva,Variación anual,2020T1,7.4,2020-01-01,2020,1,1
01 Andalucia,Vivienda nueva,Variación anual,2019T4,6.5,2019-10-01,2019,10,4
01 Andalucia,Vivienda nueva,Variación anual,2019T3,9.4,2019-07-01,2019,7,3
01 Andalucia,Vivienda nueva,Variación anual,2019T2,7.6,2019-04-01,2019,4,2
01 Andalucia,Vivienda nueva,Variación anual,2019T1,7.0,2019-01-01,2019,1,1
01 Andalucia,Vivienda nueva,Variación anual,2018T4,7.0,2018-10-01,2018,10,4
01 Andalucia,Vivienda nueva,Variación anual,2018T3,6.6,2018-07-01,2018,7,3
01 Andalucia,Vivienda nueva,Variación anual,2018T2,4.4,2018-04-01,2018,4,2
01 Andalucia,Vivienda nueva,Variación anual,2018T1,4.3,2018-01-01,2018,1,1
01 Andalucia,Vivienda nueva,Variación anual,2017T4,5.7,2017-10-01,2017,10,4
01 Andalucia,Vivienda nueva,Variación anual,2017T3,4.6,2017-07-01,2017,7,3
01 Andalucia,Vivienda nueva,Variación anual,2017T2,2.0,2017-04-01,2017,4,2
01 Andalucia,Vivienda nueva,Variación anual,2017T1,4.1,2017-01-01,2017,1,1
01 Andalucia,Vivienda nueva,Variación anual,2016T4,4.7,2016-10-01,2016,10,4
01 Andalucia,Vivienda nueva,Variación anual,2016T3,7.5,2016-07-01,2016,7,3
01 Andalucia,Vivienda nueva,Variación anual,2016T2,8.6,2016-04-01,2016,4,2
01 Andalucia,Vivienda nueva,Variación anual,2016T1,7.7,2016-01-01,2016,1,1
01 Andalucia,Vivienda nueva,Variación anual,2015T4,6.5,2015-10-01,2015,10,4
01 Andalucia,Vivienda nueva,Variación anual,2015T3,5.0,2015-07-01,2015,7,3
01 Andalucia,Vivienda nueva,Variación anual,2015T2,6.2,2015-04-01,2015,4,2
01 Andalucia,Vivienda nueva,Variación anual,2015T1,4.0,2015-01-01,2015,1,1
01 Andalucia,Vivienda nueva,Variación anual,2014T4,2.6,2014-10-01,2014,10,4
01 Andalucia,Vivienda nueva,Variación anual,2014T3,1.9,2014-07-01,2014,7,3
01 Andalucia,Vivienda nueva,Variación anual,2014T2,2.4,2014-04-01,2014,4,2
01 Andalucia,Vivienda nueva,Variación anual,2014T1,-0.8,2014-01-01,2014,1,1
01 Andalucia,Vivienda nueva,Variación anual,2013T4,-5.7,2013-10-01,2013,10,4
01 Andalucia,Vivienda nueva,Variación anual,2013T3,-7.8,2013-07-01,2013,7,3
01 Andalucia,Vivienda nueva,Variación anual,2013T2,-10.1,2013-04-01,2013,4,2
01 Andalucia,Vivienda nueva,Variación anual,2013T1,-11.4,2013-01-01,2013,1,1
01 Andalucia,Vivienda nueva,Variación anual,2012T4,-10.5,2012-10-01,2012,10,4
01 Andalucia,Vivienda nueva,Variación anual,2012T3,-10.5,2012-07-01,2012,7,3
01 Andalucia,Vivienda nueva,Variación anual,2012T2,-11.0,2012-04-01,2012,4,2
01 Andalucia,Vivienda nueva,Variación anual,2012T1,-7.8,2012-01-01,2012,1,1
01 Andalucia,Vivienda nueva,Variación anual,2011T4,-5.3,2011-10-01,2011,10,4
01 Andalucia,Vivienda nueva,Variación anual,2011T3,-3.6,2011-07-01,2011,7,3
01 Andalucia,Vivienda nueva,Variación anual,2011T2,-4.5,2011-04-01,2011,4,2
01 Andalucia,Vivienda nueva,Variación anual,2011T1,-2.4,2011-01-01,2011,1,1
01 Andalucia,Vivienda nueva,Variación anual,2010T4,-2.2,2010-10-01,2010,10,4
01 Andalucia,Vivienda nueva,Variación anual,2010T3,-2.3,2010-07-01,2010,7,3
01 Andalucia,Vivienda nueva,Variación anual,2010T2,-0.1,2010-04-01,2010,4,2
01 Andalucia,Vivienda nueva,Variación anual,2010T1,-2.6,2010-01-01,2010,1,1
01 Andalucia,Vivienda nueva,Variación anual,2009T4,-1.8,2009-10-01,2009,10,4
01 Andalucia,Vivienda nueva,Variación anual,2009T3,-2.2,2009-07-01,2009,7,3
01 Andalucia,Vivienda nueva,Variación anual,2009T2,0.6,2009-04-01,2009,4,2
01 Andalucia,Vivienda nueva,Variación anual,2009T1,2.0,2009-01-01,2009,1,1
01 Andalucia,Vivienda nueva,Variación anual,2008T4,2.1,2008-10-01,2008,10,4
01 Andalucia,Vivienda nueva,Variación anual,2008T3,7.0,2008-07-01,2008,7,3
01 Andalucia,Vivienda nueva,Variación anual,2008T2,8.0,2008-04-01,2008,4,2
01 Andalucia,Vivienda nueva,Variación anual,2008T1,10.2,2008-01-01,2008,1,1
01 Andalucia,Vivienda nueva,Variación anual,2007T4,14.7,2007-10-01,2007,10,4
01 Andalucia,Vivienda nueva,Variación anual,2007T3,13.6,2007-07-01,2007,7,3
01 Andalucia,Vivienda nueva,Variación anual,2007T2,14.4,2007-04-01,2007,4,2
01 Andalucia,Vivienda nueva,Variación anual,2007T1,15.4,2007-01-01,2007,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2025T1,4.6,2025-01-01,2025,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2024T4,17.5,2024-10-01,2024,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2024T3,16.4,2024-07-01,2024,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2024T2,8.7,2024-04-01,2024,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2024T1,6.5,2024-01-01,2024,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2023T4,5.3,2023-10-01,2023,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2023T3,7.8,2023-07-01,2023,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2023T2,1.0,2023-04-01,2023,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2023T1,0.7,2023-01-01,2023,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2022T4,8.7,2022-10-01,2022,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2022T3,4.7,2022-07-01,2022,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2022T2,3.7,2022-04-01,2022,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2022T1,3.3,2022-01-01,2022,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2021T4,7.6,2021-10-01,2021,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2021T3,5.7,2021-07-01,2021,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2021T2,0.3,2021-04-01,2021,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2021T1,-1.2,2021-01-01,2021,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2020T4,9.4,2020-10-01,2020,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2020T3,8.0,2020-07-01,2020,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2020T2,3.9,2020-04-01,2020,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2020T1,1.8,2020-01-01,2020,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2019T4,6.5,2019-10-01,2019,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2019T3,8.8,2019-07-01,2019,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2019T2,3.6,2019-04-01,2019,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2019T1,1.0,2019-01-01,2019,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2018T4,7.0,2018-10-01,2018,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2018T3,6.4,2018-07-01,2018,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2018T2,2.9,2018-04-01,2018,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2018T1,0.9,2018-01-01,2018,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2017T4,5.7,2017-10-01,2017,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2017T3,5.5,2017-07-01,2017,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2017T2,4.2,2017-04-01,2017,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2017T1,2.2,2017-01-01,2017,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2016T4,4.7,2016-10-01,2016,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2016T3,5.5,2016-07-01,2016,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2016T2,7.0,2016-04-01,2016,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2016T1,2.8,2016-01-01,2016,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2015T4,6.5,2015-10-01,2015,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2015T3,4.6,2015-07-01,2015,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2015T2,4.9,2015-04-01,2015,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2015T1,1.7,2015-01-01,2015,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2014T4,2.6,2014-10-01,2014,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2014T3,2.2,2014-07-01,2014,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2014T2,1.3,2014-04-01,2014,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2014T1,0.3,2014-01-01,2014,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2013T4,-5.7,2013-10-01,2013,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2013T3,-5.5,2013-07-01,2013,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2013T2,-6.7,2013-04-01,2013,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2013T1,-4.6,2013-01-01,2013,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2012T4,-10.5,2012-10-01,2012,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2012T3,-8.3,2012-07-01,2012,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2012T2,-7.2,2012-04-01,2012,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2012T1,-3.6,2012-01-01,2012,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2011T4,-5.3,2011-10-01,2011,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2011T3,-3.0,2011-07-01,2011,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2011T2,-1.2,2011-04-01,2011,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2011T1,-0.9,2011-01-01,2011,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2010T4,-2.2,2010-10-01,2010,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2010T3,-1.6,2010-07-01,2010,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2010T2,1.1,2010-04-01,2010,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2010T1,-0.8,2010-01-01,2010,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2009T4,-1.8,2009-10-01,2009,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2009T3,-1.0,2009-07-01,2009,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2009T2,-0.5,2009-04-01,2009,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2009T1,0.1,2009-01-01,2009,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2008T4,2.1,2008-10-01,2008,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2008T3,3.4,2008-07-01,2008,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2008T2,1.0,2008-04-01,2008,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2008T1,0.2,2008-01-01,2008,1,1
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2007T4,14.7,2007-10-01,2007,10,4
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2007T3,10.8,2007-07-01,2007,7,3
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2007T2,7.3,2007-04-01,2007,4,2
01 Andalucia,Vivienda nueva,Variación en lo que va de año,2007T1,4.3,2007-01-01,2007,1,1
01 Andalucia,Vivienda segunda mano,Índice,2025T1,165.385,2025-01-01,2025,1,1
01 Andalucia,Vivienda segunda mano,Índice,2024T4,160.495,2024-10-01,2024,10,4
