Comunidades y Ciudades Autónomas,Superficie Util,Tamaño Hogar,Año,Total
02 Aragón,Total,8 personas o más,2014,0.2
02 Aragón,Total,8 personas o más,2013,0.8
02 Aragón,Menos de 46 m2,Total,2020,15.8
02 Aragón,Menos de 46 m2,Total,2019,12.1
02 Aragón,Menos de 46 m2,Total,2018,12.6
02 Aragón,Menos de 46 m2,Total,2017,16.0
02 Aragón,Menos de 46 m2,Total,2016,11.1
02 Aragón,Menos de 46 m2,Total,2015,10.2
02 Aragón,Menos de 46 m2,Total,2014,16.6
02 Aragón,Menos de 46 m2,Total,2013,10.5
02 Aragón,Menos de 46 m2,1 persona,2020,8.7
02 Aragón,Menos de 46 m2,1 persona,2019,6.7
02 Aragón,Menos de 46 m2,1 persona,2018,7.7
02 Aragón,Menos de 46 m2,1 persona,2017,6.4
02 Aragón,Menos de 46 m2,1 persona,2016,7.2
02 Aragón,Menos de 46 m2,1 persona,2015,7.8
02 Aragón,Menos de 46 m2,1 persona,2014,8.8
02 Aragón,Menos de 46 m2,1 persona,2013,5.8
02 Aragón,Menos de 46 m2,2 personas,2020,6.9
02 Aragón,Menos de 46 m2,2 personas,2019,3.9
02 Aragón,Menos de 46 m2,2 personas,2018,3.3
02 Aragón,Menos de 46 m2,2 personas,2017,7.1
02 Aragón,Menos de 46 m2,2 personas,2016,1.6
02 Aragón,Menos de 46 m2,2 personas,2015,1.6
02 Aragón,Menos de 46 m2,2 personas,2014,5.4
02 Aragón,Menos de 46 m2,2 personas,2013,2.5
02 Aragón,Menos de 46 m2,3 personas,2020,0.2
02 Aragón,Menos de 46 m2,3 personas,2019,0.7
02 Aragón,Menos de 46 m2,3 personas,2018,1.0
02 Aragón,Menos de 46 m2,3 personas,2017,1.5
02 Aragón,Menos de 46 m2,3 personas,2016,1.8
02 Aragón,Menos de 46 m2,3 personas,2015,0.7
02 Aragón,Menos de 46 m2,3 personas,2014,1.8
02 Aragón,Menos de 46 m2,3 personas,2013,1.5
02 Aragón,Menos de 46 m2,4 personas,2019,0.3
02 Aragón,Menos de 46 m2,4 personas,2018,0.6
02 Aragón,Menos de 46 m2,4 personas,2017,0.9
02 Aragón,Menos de 46 m2,4 personas,2016,0.4
02 Aragón,Menos de 46 m2,4 personas,2014,0.6
02 Aragón,Menos de 46 m2,4 personas,2013,0.7
02 Aragón,Menos de 46 m2,5 personas,2019,0.5
02 Aragón,Entre 46 y 75 m2,Total,2020,193.7
02 Aragón,Entre 46 y 75 m2,Total,2019,199.0
02 Aragón,Entre 46 y 75 m2,Total,2018,180.5
02 Aragón,Entre 46 y 75 m2,Total,2017,197.9
02 Aragón,Entre 46 y 75 m2,Total,2016,174.3
02 Aragón,Entre 46 y 75 m2,Total,2015,161.7
02 Aragón,Entre 46 y 75 m2,Total,2014,168.7
02 Aragón,Entre 46 y 75 m2,Total,2013,193.7
02 Aragón,Entre 46 y 75 m2,1 persona,2020,68.0
02 Aragón,Entre 46 y 75 m2,1 persona,2019,69.8
02 Aragón,Entre 46 y 75 m2,1 persona,2018,64.8
02 Aragón,Entre 46 y 75 m2,1 persona,2017,67.8
02 Aragón,Entre 46 y 75 m2,1 persona,2016,63.2
02 Aragón,Entre 46 y 75 m2,1 persona,2015,61.0
02 Aragón,Entre 46 y 75 m2,1 persona,2014,59.7
02 Aragón,Entre 46 y 75 m2,1 persona,2013,60.9
02 Aragón,Entre 46 y 75 m2,2 personas,2020,63.4
02 Aragón,Entre 46 y 75 m2,2 personas,2019,65.1
02 Aragón,Entre 46 y 75 m2,2 personas,2018,57.0
02 Aragón,Entre 46 y 75 m2,2 personas,2017,64.7
02 Aragón,Entre 46 y 75 m2,2 personas,2016,54.7
02 Aragón,Entre 46 y 75 m2,2 personas,2015,51.1
02 Aragón,Entre 46 y 75 m2,2 personas,2014,56.5
02 Aragón,Entre 46 y 75 m2,2 personas,2013,64.2
02 Aragón,Entre 46 y 75 m2,3 personas,2020,36.1
02 Aragón,Entre 46 y 75 m2,3 personas,2019,33.8
02 Aragón,Entre 46 y 75 m2,3 personas,2018,31.4
02 Aragón,Entre 46 y 75 m2,3 personas,2017,35.5
02 Aragón,Entre 46 y 75 m2,3 personas,2016,28.6
02 Aragón,Entre 46 y 75 m2,3 personas,2015,25.3
02 Aragón,Entre 46 y 75 m2,3 personas,2014,29.3
02 Aragón,Entre 46 y 75 m2,3 personas,2013,35.7
02 Aragón,Entre 46 y 75 m2,4 personas,2020,21.1
02 Aragón,Entre 46 y 75 m2,4 personas,2019,24.0
02 Aragón,Entre 46 y 75 m2,4 personas,2018,22.0
02 Aragón,Entre 46 y 75 m2,4 personas,2017,23.5
02 Aragón,Entre 46 y 75 m2,4 personas,2016,21.4
02 Aragón,Entre 46 y 75 m2,4 personas,2015,18.7
02 Aragón,Entre 46 y 75 m2,4 personas,2014,17.2
02 Aragón,Entre 46 y 75 m2,4 personas,2013,25.0
02 Aragón,Entre 46 y 75 m2,5 personas,2020,2.3
02 Aragón,Entre 46 y 75 m2,5 personas,2019,3.8
02 Aragón,Entre 46 y 75 m2,5 personas,2018,4.3
02 Aragón,Entre 46 y 75 m2,5 personas,2017,5.9
02 Aragón,Entre 46 y 75 m2,5 personas,2016,5.8
02 Aragón,Entre 46 y 75 m2,5 personas,2015,4.3
02 Aragón,Entre 46 y 75 m2,5 personas,2014,5.3
02 Aragón,Entre 46 y 75 m2,5 personas,2013,7.2
02 Aragón,Entre 46 y 75 m2,6 personas,2020,2.2
02 Aragón,Entre 46 y 75 m2,6 personas,2019,2.3
02 Aragón,Entre 46 y 75 m2,6 personas,2018,0.4
02 Aragón,Entre 46 y 75 m2,6 personas,2017,0.4
02 Aragón,Entre 46 y 75 m2,6 personas,2016,0.4
02 Aragón,Entre 46 y 75 m2,6 personas,2015,0.8
02 Aragón,Entre 46 y 75 m2,6 personas,2014,0.4
02 Aragón,Entre 46 y 75 m2,6 personas,2013,0.4
02 Aragón,Entre 46 y 75 m2,7 personas,2020,0.5
02 Aragón,Entre 46 y 75 m2,7 personas,2019,0.1
02 Aragón,Entre 46 y 75 m2,7 personas,2018,0.6
02 Aragón,Entre 46 y 75 m2,7 personas,2017,0.1
02 Aragón,Entre 46 y 75 m2,7 personas,2016,0.1
02 Aragón,Entre 46 y 75 m2,7 personas,2015,0.4
02 Aragón,Entre 46 y 75 m2,7 personas,2014,0.3
02 Aragón,Entre 46 y 75 m2,8 personas o más,2013,0.3
02 Aragón,Entre 76 y 105 m2,Total,2020,177.8
02 Aragón,Entre 76 y 105 m2,Total,2019,187.5
02 Aragón,Entre 76 y 105 m2,Total,2018,201.2
02 Aragón,Entre 76 y 105 m2,Total,2017,192.3
02 Aragón,Entre 76 y 105 m2,Total,2016,218.1
02 Aragón,Entre 76 y 105 m2,Total,2015,236.0
02 Aragón,Entre 76 y 105 m2,Total,2014,217.1
02 Aragón,Entre 76 y 105 m2,Total,2013,211.4
02 Aragón,Entre 76 y 105 m2,1 persona,2020,46.6
02 Aragón,Entre 76 y 105 m2,1 persona,2019,41.8
02 Aragón,Entre 76 y 105 m2,1 persona,2018,46.2
02 Aragón,Entre 76 y 105 m2,1 persona,2017,41.1
02 Aragón,Entre 76 y 105 m2,1 persona,2016,48.5
02 Aragón,Entre 76 y 105 m2,1 persona,2015,54.2
02 Aragón,Entre 76 y 105 m2,1 persona,2014,46.8
02 Aragón,Entre 76 y 105 m2,1 persona,2013,51.0
02 Aragón,Entre 76 y 105 m2,2 personas,2020,48.5
02 Aragón,Entre 76 y 105 m2,2 personas,2019,55.9
02 Aragón,Entre 76 y 105 m2,2 personas,2018,62.8
02 Aragón,Entre 76 y 105 m2,2 personas,2017,57.5
02 Aragón,Entre 76 y 105 m2,2 personas,2016,69.1
02 Aragón,Entre 76 y 105 m2,2 personas,2015,72.9
02 Aragón,Entre 76 y 105 m2,2 personas,2014,62.9
02 Aragón,Entre 76 y 105 m2,2 personas,2013,65.7
02 Aragón,Entre 76 y 105 m2,3 personas,2020,42.0
02 Aragón,Entre 76 y 105 m2,3 personas,2019,42.2
02 Aragón,Entre 76 y 105 m2,3 personas,2018,46.8
02 Aragón,Entre 76 y 105 m2,3 personas,2017,47.4
02 Aragón,Entre 76 y 105 m2,3 personas,2016,50.8
02 Aragón,Entre 76 y 105 m2,3 personas,2015,57.1
02 Aragón,Entre 76 y 105 m2,3 personas,2014,50.1
02 Aragón,Entre 76 y 105 m2,3 personas,2013,45.2
02 Aragón,Entre 76 y 105 m2,4 personas,2020,31.7
02 Aragón,Entre 76 y 105 m2,4 personas,2019,37.6
02 Aragón,Entre 76 y 105 m2,4 personas,2018,35.8
02 Aragón,Entre 76 y 105 m2,4 personas,2017,38.1
02 Aragón,Entre 76 y 105 m2,4 personas,2016,41.3
02 Aragón,Entre 76 y 105 m2,4 personas,2015,42.0
02 Aragón,Entre 76 y 105 m2,4 personas,2014,47.2
02 Aragón,Entre 76 y 105 m2,4 personas,2013,41.0
02 Aragón,Entre 76 y 105 m2,5 personas,2020,6.6
02 Aragón,Entre 76 y 105 m2,5 personas,2019,7.9
02 Aragón,Entre 76 y 105 m2,5 personas,2018,7.6
02 Aragón,Entre 76 y 105 m2,5 personas,2017,6.7
02 Aragón,Entre 76 y 105 m2,5 personas,2016,7.0
02 Aragón,Entre 76 y 105 m2,5 personas,2015,8.6
02 Aragón,Entre 76 y 105 m2,5 personas,2014,7.6
02 Aragón,Entre 76 y 105 m2,5 personas,2013,6.7
02 Aragón,Entre 76 y 105 m2,6 personas,2020,2.3
02 Aragón,Entre 76 y 105 m2,6 personas,2019,1.0
02 Aragón,Entre 76 y 105 m2,6 personas,2018,2.1
02 Aragón,Entre 76 y 105 m2,6 personas,2017,0.9
02 Aragón,Entre 76 y 105 m2,6 personas,2016,1.1
02 Aragón,Entre 76 y 105 m2,6 personas,2015,1.3
02 Aragón,Entre 76 y 105 m2,6 personas,2014,2.3
02 Aragón,Entre 76 y 105 m2,6 personas,2013,0.8
02 Aragón,Entre 76 y 105 m2,7 personas,2017,0.4
02 Aragón,Entre 76 y 105 m2,7 personas,2014,0.2
02 Aragón,Entre 76 y 105 m2,7 personas,2013,0.7
02 Aragón,Entre 76 y 105 m2,8 personas o más,2019,1.2
02 Aragón,Entre 76 y 105 m2,8 personas o más,2017,0.2
02 Aragón,Entre 76 y 105 m2,8 personas o más,2016,0.3
02 Aragón,Entre 76 y 105 m2,8 personas o más,2013,0.3
02 Aragón,Entre 106 y 150 m2,Total,2020,90.1
02 Aragón,Entre 106 y 150 m2,Total,2019,78.9
02 Aragón,Entre 106 y 150 m2,Total,2018,85.1
02 Aragón,Entre 106 y 150 m2,Total,2017,77.7
02 Aragón,Entre 106 y 150 m2,Total,2016,79.3
02 Aragón,Entre 106 y 150 m2,Total,2015,87.2
02 Aragón,Entre 106 y 150 m2,Total,2014,82.2
02 Aragón,Entre 106 y 150 m2,Total,2013,80.3
02 Aragón,Entre 106 y 150 m2,1 persona,2020,20.2
02 Aragón,Entre 106 y 150 m2,1 persona,2019,18.7
02 Aragón,Entre 106 y 150 m2,1 persona,2018,16.6
02 Aragón,Entre 106 y 150 m2,1 persona,2017,17.8
02 Aragón,Entre 106 y 150 m2,1 persona,2016,17.0
02 Aragón,Entre 106 y 150 m2,1 persona,2015,16.7
02 Aragón,Entre 106 y 150 m2,1 persona,2014,17.8
02 Aragón,Entre 106 y 150 m2,1 persona,2013,15.7
02 Aragón,Entre 106 y 150 m2,2 personas,2020,29.0
02 Aragón,Entre 106 y 150 m2,2 personas,2019,25.6
02 Aragón,Entre 106 y 150 m2,2 personas,2018,27.8
02 Aragón,Entre 106 y 150 m2,2 personas,2017,24.9
02 Aragón,Entre 106 y 150 m2,2 personas,2016,23.5
02 Aragón,Entre 106 y 150 m2,2 personas,2015,29.0
02 Aragón,Entre 106 y 150 m2,2 personas,2014,28.5
02 Aragón,Entre 106 y 150 m2,2 personas,2013,25.1
02 Aragón,Entre 106 y 150 m2,3 personas,2020,15.6
02 Aragón,Entre 106 y 150 m2,3 personas,2019,17.4
02 Aragón,Entre 106 y 150 m2,3 personas,2018,20.3
02 Aragón,Entre 106 y 150 m2,3 personas,2017,16.9
02 Aragón,Entre 106 y 150 m2,3 personas,2016,16.2
02 Aragón,Entre 106 y 150 m2,3 personas,2015,16.8
02 Aragón,Entre 106 y 150 m2,3 personas,2014,16.8
02 Aragón,Entre 106 y 150 m2,3 personas,2013,18.3
02 Aragón,Entre 106 y 150 m2,4 personas,2020,19.2
02 Aragón,Entre 106 y 150 m2,4 personas,2019,13.0
02 Aragón,Entre 106 y 150 m2,4 personas,2018,16.7
02 Aragón,Entre 106 y 150 m2,4 personas,2017,13.3
02 Aragón,Entre 106 y 150 m2,4 personas,2016,17.4
02 Aragón,Entre 106 y 150 m2,4 personas,2015,19.6
02 Aragón,Entre 106 y 150 m2,4 personas,2014,14.5
02 Aragón,Entre 106 y 150 m2,4 personas,2013,15.3
02 Aragón,Entre 106 y 150 m2,5 personas,2020,3.5
02 Aragón,Entre 106 y 150 m2,5 personas,2019,2.6
02 Aragón,Entre 106 y 150 m2,5 personas,2018,2.8
02 Aragón,Entre 106 y 150 m2,5 personas,2017,3.5
02 Aragón,Entre 106 y 150 m2,5 personas,2016,4.5
02 Aragón,Entre 106 y 150 m2,5 personas,2015,3.8
02 Aragón,Entre 106 y 150 m2,5 personas,2014,3.0
02 Aragón,Entre 106 y 150 m2,5 personas,2013,5.1
02 Aragón,Entre 106 y 150 m2,6 personas,2020,1.4
02 Aragón,Entre 106 y 150 m2,6 personas,2019,1.4
02 Aragón,Entre 106 y 150 m2,6 personas,2018,0.9
02 Aragón,Entre 106 y 150 m2,6 personas,2017,0.5
02 Aragón,Entre 106 y 150 m2,6 personas,2016,0.3
02 Aragón,Entre 106 y 150 m2,6 personas,2015,0.9
02 Aragón,Entre 106 y 150 m2,6 personas,2014,1.6
02 Aragón,Entre 106 y 150 m2,6 personas,2013,0.8
02 Aragón,Entre 106 y 150 m2,7 personas,2019,0.2
02 Aragón,Entre 106 y 150 m2,7 personas,2017,0.7
02 Aragón,Entre 106 y 150 m2,7 personas,2016,0.2
02 Aragón,Entre 106 y 150 m2,7 personas,2015,0.3
02 Aragón,Entre 106 y 150 m2,8 personas o más,2020,1.3
02 Aragón,Entre 106 y 150 m2,8 personas o más,2017,0.0
02 Aragón,Entre 106 y 150 m2,8 personas o más,2016,0.2
02 Aragón,Entre 106 y 150 m2,8 personas o más,2013,0.1
02 Aragón,Más de 150 m2,Total,2020,66.0
02 Aragón,Más de 150 m2,Total,2019,62.2
02 Aragón,Más de 150 m2,Total,2018,58.1
02 Aragón,Más de 150 m2,Total,2017,53.3
02 Aragón,Más de 150 m2,Total,2016,55.0
02 Aragón,Más de 150 m2,Total,2015,43.7
02 Aragón,Más de 150 m2,Total,2014,55.4
02 Aragón,Más de 150 m2,Total,2013,42.6
02 Aragón,Más de 150 m2,1 persona,2020,7.8
02 Aragón,Más de 150 m2,1 persona,2019,11.6
02 Aragón,Más de 150 m2,1 persona,2018,12.0
02 Aragón,Más de 150 m2,1 persona,2017,13.2
02 Aragón,Más de 150 m2,1 persona,2016,10.0
02 Aragón,Más de 150 m2,1 persona,2015,5.5
02 Aragón,Más de 150 m2,1 persona,2014,11.6
02 Aragón,Más de 150 m2,1 persona,2013,8.2
02 Aragón,Más de 150 m2,2 personas,2020,22.8
02 Aragón,Más de 150 m2,2 personas,2019,18.9
02 Aragón,Más de 150 m2,2 personas,2018,18.0
02 Aragón,Más de 150 m2,2 personas,2017,14.5
02 Aragón,Más de 150 m2,2 personas,2016,20.3
02 Aragón,Más de 150 m2,2 personas,2015,14.9
02 Aragón,Más de 150 m2,2 personas,2014,16.6
02 Aragón,Más de 150 m2,2 personas,2013,11.5
02 Aragón,Más de 150 m2,3 personas,2020,15.5
02 Aragón,Más de 150 m2,3 personas,2019,15.3
02 Aragón,Más de 150 m2,3 personas,2018,10.2
02 Aragón,Más de 150 m2,3 personas,2017,8.8
02 Aragón,Más de 150 m2,3 personas,2016,13.3
02 Aragón,Más de 150 m2,3 personas,2015,11.5
02 Aragón,Más de 150 m2,3 personas,2014,14.1
02 Aragón,Más de 150 m2,3 personas,2013,12.1
02 Aragón,Más de 150 m2,4 personas,2020,15.0
02 Aragón,Más de 150 m2,4 personas,2019,12.7
02 Aragón,Más de 150 m2,4 personas,2018,12.7
02 Aragón,Más de 150 m2,4 personas,2017,12.5
02 Aragón,Más de 150 m2,4 personas,2016,7.8
02 Aragón,Más de 150 m2,4 personas,2015,8.0
02 Aragón,Más de 150 m2,4 personas,2014,9.0
02 Aragón,Más de 150 m2,4 personas,2013,7.6
02 Aragón,Más de 150 m2,5 personas,2020,3.5
02 Aragón,Más de 150 m2,5 personas,2019,2.7
02 Aragón,Más de 150 m2,5 personas,2018,2.8
02 Aragón,Más de 150 m2,5 personas,2017,3.7
02 Aragón,Más de 150 m2,5 personas,2016,3.2
02 Aragón,Más de 150 m2,5 personas,2015,2.6
02 Aragón,Más de 150 m2,5 personas,2014,3.1
02 Aragón,Más de 150 m2,5 personas,2013,2.2
02 Aragón,Más de 150 m2,6 personas,2020,0.9
02 Aragón,Más de 150 m2,6 personas,2019,1.0
02 Aragón,Más de 150 m2,6 personas,2018,2.3
02 Aragón,Más de 150 m2,6 personas,2017,0.2
02 Aragón,Más de 150 m2,6 personas,2016,0.3
02 Aragón,Más de 150 m2,6 personas,2015,1.0
02 Aragón,Más de 150 m2,6 personas,2014,0.7
02 Aragón,Más de 150 m2,6 personas,2013,0.7
02 Aragón,Más de 150 m2,7 personas,2020,0.4
02 Aragón,Más de 150 m2,7 personas,2018,0.2
02 Aragón,Más de 150 m2,7 personas,2017,0.2
02 Aragón,Más de 150 m2,7 personas,2015,0.3
02 Aragón,Más de 150 m2,7 personas,2014,0.2
02 Aragón,Más de 150 m2,7 personas,2013,0.2
02 Aragón,Más de 150 m2,8 personas o más,2017,0.2
02 Aragón,Más de 150 m2,8 personas o más,2016,0.2
02 Aragón,Más de 150 m2,8 personas o más,2014,0.2
02 Aragón,Más de 150 m2,8 personas o más,2013,0.1
"03 Asturias, Principado de",Total,Total,2020,455.5
"03 Asturias, Principado de",Total,Total,2019,454.5
"03 Asturias, Principado de",Total,Total,2018,453.1
"03 Asturias, Principado de",Total,Total,2017,454.7
"03 Asturias, Principado de",Total,Total,2016,456.2
"03 Asturias, Principado de",Total,Total,2015,457.7
"03 Asturias, Principado de",Total,Total,2014,460.0
"03 Asturias, Principado de",Total,Total,2013,459.5
"03 Asturias, Principado de",Total,1 persona,2020,141.4
"03 Asturias, Principado de",Total,1 persona,2019,138.8
"03 Asturias, Principado de",Total,1 persona,2018,137.0
"03 Asturias, Principado de",Total,1 persona,2017,136.0
"03 Asturias, Principado de",Total,1 persona,2016,135.5
"03 Asturias, Principado de",Total,1 persona,2015,134.7
"03 Asturias, Principado de",Total,1 persona,2014,134.1
"03 Asturias, Principado de",Total,1 persona,2013,130.9
"03 Asturias, Principado de",Total,2 personas,2020,154.9
"03 Asturias, Principado de",Total,2 personas,2019,154.2
"03 Asturias, Principado de",Total,2 personas,2018,153.9
"03 Asturias, Principado de",Total,2 personas,2017,154.2
"03 Asturias, Principado de",Total,2 personas,2016,154.8
"03 Asturias, Principado de",Total,2 personas,2015,155.3
"03 Asturias, Principado de",Total,2 personas,2014,155.9
"03 Asturias, Principado de",Total,2 personas,2013,155.1
"03 Asturias, Principado de",Total,3 personas,2020,96.6
"03 Asturias, Principado de",Total,3 personas,2019,97.5
"03 Asturias, Principado de",Total,3 personas,2018,97.4
"03 Asturias, Principado de",Total,3 personas,2017,98.7
"03 Asturias, Principado de",Total,3 personas,2016,99.6
"03 Asturias, Principado de",Total,3 personas,2015,100.5
"03 Asturias, Principado de",Total,3 personas,2014,101.5
"03 Asturias, Principado de",Total,3 personas,2013,102.9
"03 Asturias, Principado de",Total,4 personas,2020,51.1
"03 Asturias, Principado de",Total,4 personas,2019,51.9
"03 Asturias, Principado de",Total,4 personas,2018,51.7
"03 Asturias, Principado de",Total,4 personas,2017,52.2
"03 Asturias, Principado de",Total,4 personas,2016,52.4
"03 Asturias, Principado de",Total,4 personas,2015,52.9
"03 Asturias, Principado de",Total,4 personas,2014,53.6
"03 Asturias, Principado de",Total,4 personas,2013,54.9
"03 Asturias, Principado de",Total,5 personas,2020,10.5
"03 Asturias, Principado de",Total,5 personas,2019,11.0
"03 Asturias, Principado de",Total,5 personas,2018,10.0
"03 Asturias, Principado de",Total,5 personas,2017,12.1
"03 Asturias, Principado de",Total,5 personas,2016,11.1
"03 Asturias, Principado de",Total,5 personas,2015,11.3
"03 Asturias, Principado de",Total,5 personas,2014,11.6
"03 Asturias, Principado de",Total,5 personas,2013,12.2
"03 Asturias, Principado de",Total,6 personas,2020,0.9
"03 Asturias, Principado de",Total,6 personas,2019,0.9
"03 Asturias, Principado de",Total,6 personas,2018,2.5
"03 Asturias, Principado de",Total,6 personas,2017,0.9
"03 Asturias, Principado de",Total,6 personas,2016,2.4
"03 Asturias, Principado de",Total,6 personas,2015,2.4
"03 Asturias, Principado de",Total,6 personas,2014,2.2
"03 Asturias, Principado de",Total,6 personas,2013,2.7
"03 Asturias, Principado de",Total,7 personas,2020,0.1
"03 Asturias, Principado de",Total,7 personas,2019,0.1
"03 Asturias, Principado de",Total,7 personas,2018,0.7
"03 Asturias, Principado de",Total,7 personas,2017,0.5
"03 Asturias, Principado de",Total,7 personas,2016,0.1
"03 Asturias, Principado de",Total,7 personas,2015,0.6
"03 Asturias, Principado de",Total,7 personas,2014,1.2
"03 Asturias, Principado de",Total,7 personas,2013,0.6
"03 Asturias, Principado de",Total,8 personas o más,2017,0.0
"03 Asturias, Principado de",Total,8 personas o más,2016,0.2
"03 Asturias, Principado de",Total,8 personas o más,2013,0.2
"03 Asturias, Principado de",Menos de 46 m2,Total,2020,14.9
"03 Asturias, Principado de",Menos de 46 m2,Total,2019,15.5
"03 Asturias, Principado de",Menos de 46 m2,Total,2018,11.4
"03 Asturias, Principado de",Menos de 46 m2,Total,2017,13.4
"03 Asturias, Principado de",Menos de 46 m2,Total,2016,11.8
"03 Asturias, Principado de",Menos de 46 m2,Total,2015,19.2
"03 Asturias, Principado de",Menos de 46 m2,Total,2014,15.6
"03 Asturias, Principado de",Menos de 46 m2,Total,2013,10.6
"03 Asturias, Principado de",Menos de 46 m2,1 persona,2020,9.7
"03 Asturias, Principado de",Menos de 46 m2,1 persona,2019,10.7
"03 Asturias, Principado de",Menos de 46 m2,1 persona,2018,6.2
"03 Asturias, Principado de",Menos de 46 m2,1 persona,2017,9.0
"03 Asturias, Principado de",Menos de 46 m2,1 persona,2016,7.9
"03 Asturias, Principado de",Menos de 46 m2,1 persona,2015,12.7
"03 Asturias, Principado de",Menos de 46 m2,1 persona,2014,10.5
"03 Asturias, Principado de",Menos de 46 m2,1 persona,2013,6.0
"03 Asturias, Principado de",Menos de 46 m2,2 personas,2020,3.7
"03 Asturias, Principado de",Menos de 46 m2,2 personas,2019,3.7
"03 Asturias, Principado de",Menos de 46 m2,2 personas,2018,3.5
"03 Asturias, Principado de",Menos de 46 m2,2 personas,2017,2.6
"03 Asturias, Principado de",Menos de 46 m2,2 personas,2016,3.8
"03 Asturias, Principado de",Menos de 46 m2,2 personas,2015,4.6
"03 Asturias, Principado de",Menos de 46 m2,2 personas,2014,5.2
"03 Asturias, Principado de",Menos de 46 m2,2 personas,2013,3.9
"03 Asturias, Principado de",Menos de 46 m2,3 personas,2020,0.8
"03 Asturias, Principado de",Menos de 46 m2,3 personas,2019,1.1
"03 Asturias, Principado de",Menos de 46 m2,3 personas,2018,1.7
"03 Asturias, Principado de",Menos de 46 m2,3 personas,2017,1.1
"03 Asturias, Principado de",Menos de 46 m2,3 personas,2015,1.9
"03 Asturias, Principado de",Menos de 46 m2,3 personas,2013,0.7
"03 Asturias, Principado de",Menos de 46 m2,4 personas,2020,0.6
"03 Asturias, Principado de",Menos de 46 m2,4 personas,2017,0.8
"03 Asturias, Principado de",Entre 46 y 75 m2,Total,2020,167.8
"03 Asturias, Principado de",Entre 46 y 75 m2,Total,2019,171.9
"03 Asturias, Principado de",Entre 46 y 75 m2,Total,2018,181.1
"03 Asturias, Principado de",Entre 46 y 75 m2,Total,2017,169.7
"03 Asturias, Principado de",Entre 46 y 75 m2,Total,2016,180.5
"03 Asturias, Principado de",Entre 46 y 75 m2,Total,2015,173.3
"03 Asturias, Principado de",Entre 46 y 75 m2,Total,2014,177.2
"03 Asturias, Principado de",Entre 46 y 75 m2,Total,2013,194.1
"03 Asturias, Principado de",Entre 46 y 75 m2,1 persona,2020,72.4
"03 Asturias, Principado de",Entre 46 y 75 m2,1 persona,2019,65.6
"03 Asturias, Principado de",Entre 46 y 75 m2,1 persona,2018,69.9
"03 Asturias, Principado de",Entre 46 y 75 m2,1 persona,2017,61.7
"03 Asturias, Principado de",Entre 46 y 75 m2,1 persona,2016,64.1
"03 Asturias, Principado de",Entre 46 y 75 m2,1 persona,2015,66.7
"03 Asturias, Principado de",Entre 46 y 75 m2,1 persona,2014,59.5
"03 Asturias, Principado de",Entre 46 y 75 m2,1 persona,2013,72.8
"03 Asturias, Principado de",Entre 46 y 75 m2,2 personas,2020,55.4
"03 Asturias, Principado de",Entre 46 y 75 m2,2 personas,2019,57.5
"03 Asturias, Principado de",Entre 46 y 75 m2,2 personas,2018,60.3
"03 Asturias, Principado de",Entre 46 y 75 m2,2 personas,2017,58.9
"03 Asturias, Principado de",Entre 46 y 75 m2,2 personas,2016,59.5
"03 Asturias, Principado de",Entre 46 y 75 m2,2 personas,2015,59.7
"03 Asturias, Principado de",Entre 46 y 75 m2,2 personas,2014,59.2
"03 Asturias, Principado de",Entre 46 y 75 m2,2 personas,2013,64.0
"03 Asturias, Principado de",Entre 46 y 75 m2,3 personas,2020,27.6
"03 Asturias, Principado de",Entre 46 y 75 m2,3 personas,2019,34.1
