Tipo de jornada,Comunidades y Ciudades Autónomas,Decil,Periodo,Total
Total,19 Melilla,2,2014,789.37
Total,19 Melilla,2,2013,873.11
Total,19 Melilla,2,2012,798.21
Total,19 Melilla,2,2011,904.81
Total,19 Melilla,2,2010,956.79
Total,19 Melilla,2,2009,870.85
Total,19 Melilla,2,2008,1008.71
Total,19 Melilla,2,2007,816.5
Total,19 Melilla,2,2006,783.94
Total,19 Melilla,3,2023,1466.58
Total,19 Melilla,3,2022,1315.22
Total,19 Melilla,3,2021,1228.26
Total,19 Melilla,3,2020,1208.23
Total,19 Melilla,3,2019,1219.54
Total,19 Melilla,3,2018,1156.63
Total,19 Melilla,3,2017,1064.49
Total,19 Melilla,3,2016,1097.73
Total,19 Melilla,3,2015,1040.54
Total,19 Melilla,3,2014,1114.94
Total,19 Melilla,3,2013,1080.54
Total,19 Melilla,3,2012,1111.79
Total,19 Melilla,3,2011,1140.7
Total,19 Melilla,3,2010,1129.72
Total,19 Melilla,3,2009,1136.89
Total,19 Melilla,3,2008,1102.39
Total,19 Melilla,3,2007,1087.26
Total,19 Melilla,3,2006,1013.69
Total,19 Melilla,4,2023,1650.68
Total,19 Melilla,4,2022,1509.02
Total,19 Melilla,4,2021,1451.49
Total,19 Melilla,4,2020,1442.26
Total,19 Melilla,4,2019,1410.93
Total,19 Melilla,4,2018,1366.87
Total,19 Melilla,4,2017,1281.42
Total,19 Melilla,4,2016,1311.21
Total,19 Melilla,4,2015,1333.72
Total,19 Melilla,4,2014,1336.61
Total,19 Melilla,4,2013,1335.97
Total,19 Melilla,4,2012,1355.61
Total,19 Melilla,4,2011,1296.44
Total,19 Melilla,4,2010,1317.18
Total,19 Melilla,4,2009,1302.07
Total,19 Melilla,4,2008,1243.94
Total,19 Melilla,4,2007,1227.38
Total,19 Melilla,4,2006,1142.24
Total,19 Melilla,5,2023,1845.31
Total,19 Melilla,5,2022,1696.88
Total,19 Melilla,5,2021,1691.89
Total,19 Melilla,5,2020,1572.0
Total,19 Melilla,5,2019,1619.05
Total,19 Melilla,5,2018,1527.76
Total,19 Melilla,5,2017,1492.03
Total,19 Melilla,5,2016,1467.2
Total,19 Melilla,5,2015,1522.72
Total,19 Melilla,5,2014,1475.34
Total,19 Melilla,5,2013,1539.03
Total,19 Melilla,5,2012,1520.22
Total,19 Melilla,5,2011,1516.35
Total,19 Melilla,5,2010,1497.27
Total,19 Melilla,5,2009,1470.58
Total,19 Melilla,5,2008,1421.6
Total,19 Melilla,5,2007,1337.2
Total,19 Melilla,5,2006,1254.59
Total,19 Melilla,6,2023,2061.85
Total,19 Melilla,6,2022,1903.63
Total,19 Melilla,6,2021,1863.52
Total,19 Melilla,6,2020,1845.15
Total,19 Melilla,6,2019,1818.69
Total,19 Melilla,6,2018,1749.74
Total,19 Melilla,6,2017,1736.7
Total,19 Melilla,6,2016,1743.71
Total,19 Melilla,6,2015,1682.24
Total,19 Melilla,6,2014,1770.46
Total,19 Melilla,6,2013,1680.68
Total,19 Melilla,6,2012,1633.07
Total,19 Melilla,6,2011,1685.85
Total,19 Melilla,6,2010,1680.44
Total,19 Melilla,6,2009,1695.95
Total,19 Melilla,6,2008,1572.02
Total,19 Melilla,6,2007,1479.91
Total,19 Melilla,6,2006,1427.53
Total,19 Melilla,7,2023,2347.51
Total,19 Melilla,7,2022,2185.53
Total,19 Melilla,7,2021,2166.48
Total,19 Melilla,7,2020,2147.16
Total,19 Melilla,7,2019,2073.47
Total,19 Melilla,7,2018,2009.5
Total,19 Melilla,7,2017,1976.06
Total,19 Melilla,7,2016,1985.42
Total,19 Melilla,7,2015,1963.42
Total,19 Melilla,7,2014,2003.67
Total,19 Melilla,7,2013,1957.04
Total,19 Melilla,7,2012,1965.41
Total,19 Melilla,7,2011,1954.62
Total,19 Melilla,7,2010,1880.91
Total,19 Melilla,7,2009,1895.4
Total,19 Melilla,7,2008,1771.87
Total,19 Melilla,7,2007,1702.28
Total,19 Melilla,7,2006,1643.88
Total,19 Melilla,8,2023,2779.37
Total,19 Melilla,8,2022,2592.15
Total,19 Melilla,8,2021,2575.24
Total,19 Melilla,8,2020,2470.54
Total,19 Melilla,8,2019,2446.58
Total,19 Melilla,8,2018,2396.67
Total,19 Melilla,8,2017,2351.64
Total,19 Melilla,8,2016,2366.0
Total,19 Melilla,8,2015,2250.63
Total,19 Melilla,8,2014,2409.44
Total,19 Melilla,8,2013,2312.86
Total,19 Melilla,8,2012,2312.34
Total,19 Melilla,8,2011,2288.61
Total,19 Melilla,8,2010,2185.01
Total,19 Melilla,8,2009,2204.89
Total,19 Melilla,8,2008,2161.45
Total,19 Melilla,8,2007,2064.69
Total,19 Melilla,8,2006,1966.17
Total,19 Melilla,9,2023,3489.48
Total,19 Melilla,9,2022,3220.74
Total,19 Melilla,9,2021,3222.15
Total,19 Melilla,9,2020,3249.08
Total,19 Melilla,9,2019,3000.72
Total,19 Melilla,9,2018,2962.18
Total,19 Melilla,9,2017,3005.12
Total,19 Melilla,9,2016,2918.01
Total,19 Melilla,9,2015,3060.83
Total,19 Melilla,9,2014,3001.57
Total,19 Melilla,9,2013,3039.34
Total,19 Melilla,9,2012,2814.94
Total,19 Melilla,9,2011,2866.1
Total,19 Melilla,9,2010,2945.33
Total,19 Melilla,9,2009,2876.0
Total,19 Melilla,9,2008,2752.41
Total,19 Melilla,9,2007,2645.99
Total,19 Melilla,9,2006,2516.15
Total,19 Melilla,10,2023,5202.31
Total,19 Melilla,10,2022,4221.52
Total,19 Melilla,10,2021,4333.38
Total,19 Melilla,10,2020,4678.91
Total,19 Melilla,10,2019,4294.13
Total,19 Melilla,10,2018,4557.95
Total,19 Melilla,10,2017,4129.87
Total,19 Melilla,10,2016,4060.48
Total,19 Melilla,10,2015,4428.65
Total,19 Melilla,10,2014,4248.81
Total,19 Melilla,10,2013,4074.76
Total,19 Melilla,10,2012,4283.53
Total,19 Melilla,10,2011,4152.67
Total,19 Melilla,10,2010,4236.16
Total,19 Melilla,10,2009,4464.16
Total,19 Melilla,10,2008,3996.94
Total,19 Melilla,10,2007,3394.63
Total,19 Melilla,10,2006,3404.05
Jornada a tiempo completo,Total Nacional,Total decil,2023,2503.81
Jornada a tiempo completo,Total Nacional,Total decil,2022,2332.25
Jornada a tiempo completo,Total Nacional,Total decil,2021,2304.04
Jornada a tiempo completo,Total Nacional,Total decil,2020,2258.3
Jornada a tiempo completo,Total Nacional,Total decil,2019,2207.31
Jornada a tiempo completo,Total Nacional,Total decil,2018,2177.14
Jornada a tiempo completo,Total Nacional,Total decil,2017,2120.76
Jornada a tiempo completo,Total Nacional,Total decil,2016,2106.71
Jornada a tiempo completo,Total Nacional,Total decil,2015,2142.03
Jornada a tiempo completo,Total Nacional,Total decil,2014,2132.2
Jornada a tiempo completo,Total Nacional,Total decil,2013,2121.27
Jornada a tiempo completo,Total Nacional,Total decil,2012,2076.25
Jornada a tiempo completo,Total Nacional,Total decil,2011,2046.75
Jornada a tiempo completo,Total Nacional,Total decil,2010,2022.19
Jornada a tiempo completo,Total Nacional,Total decil,2009,1995.36
Jornada a tiempo completo,Total Nacional,Total decil,2008,1929.61
Jornada a tiempo completo,Total Nacional,Total decil,2007,1779.06
Jornada a tiempo completo,Total Nacional,Total decil,2006,1703.93
Jornada a tiempo completo,Total Nacional,1,2023,909.38
Jornada a tiempo completo,Total Nacional,1,2022,874.76
Jornada a tiempo completo,Total Nacional,1,2021,780.24
Jornada a tiempo completo,Total Nacional,1,2020,737.64
Jornada a tiempo completo,Total Nacional,1,2019,745.66
Jornada a tiempo completo,Total Nacional,1,2018,670.68
Jornada a tiempo completo,Total Nacional,1,2017,642.01
Jornada a tiempo completo,Total Nacional,1,2016,633.39
Jornada a tiempo completo,Total Nacional,1,2015,615.79
Jornada a tiempo completo,Total Nacional,1,2014,575.37
Jornada a tiempo completo,Total Nacional,1,2013,563.41
Jornada a tiempo completo,Total Nacional,1,2012,587.54
Jornada a tiempo completo,Total Nacional,1,2011,610.87
Jornada a tiempo completo,Total Nacional,1,2010,629.49
Jornada a tiempo completo,Total Nacional,1,2009,628.64
Jornada a tiempo completo,Total Nacional,1,2008,655.07
Jornada a tiempo completo,Total Nacional,1,2007,624.4
Jornada a tiempo completo,Total Nacional,1,2006,575.08
Jornada a tiempo completo,Total Nacional,2,2023,1236.49
Jornada a tiempo completo,Total Nacional,2,2022,1153.15
Jornada a tiempo completo,Total Nacional,2,2021,1055.67
Jornada a tiempo completo,Total Nacional,2,2020,1027.6
Jornada a tiempo completo,Total Nacional,2,2019,1020.14
Jornada a tiempo completo,Total Nacional,2,2018,925.84
Jornada a tiempo completo,Total Nacional,2,2017,882.86
Jornada a tiempo completo,Total Nacional,2,2016,878.9
Jornada a tiempo completo,Total Nacional,2,2015,850.46
Jornada a tiempo completo,Total Nacional,2,2014,844.46
Jornada a tiempo completo,Total Nacional,2,2013,843.9
Jornada a tiempo completo,Total Nacional,2,2012,873.29
Jornada a tiempo completo,Total Nacional,2,2011,882.51
Jornada a tiempo completo,Total Nacional,2,2010,912.76
Jornada a tiempo completo,Total Nacional,2,2009,891.45
Jornada a tiempo completo,Total Nacional,2,2008,899.73
Jornada a tiempo completo,Total Nacional,2,2007,864.61
Jornada a tiempo completo,Total Nacional,2,2006,810.56
Jornada a tiempo completo,Total Nacional,3,2023,1435.14
Jornada a tiempo completo,Total Nacional,3,2022,1338.85
Jornada a tiempo completo,Total Nacional,3,2021,1256.69
Jornada a tiempo completo,Total Nacional,3,2020,1238.09
Jornada a tiempo completo,Total Nacional,3,2019,1222.98
Jornada a tiempo completo,Total Nacional,3,2018,1158.89
Jornada a tiempo completo,Total Nacional,3,2017,1123.98
Jornada a tiempo completo,Total Nacional,3,2016,1120.79
Jornada a tiempo completo,Total Nacional,3,2015,1103.99
Jornada a tiempo completo,Total Nacional,3,2014,1104.75
Jornada a tiempo completo,Total Nacional,3,2013,1108.68
Jornada a tiempo completo,Total Nacional,3,2012,1122.63
Jornada a tiempo completo,Total Nacional,3,2011,1129.31
Jornada a tiempo completo,Total Nacional,3,2010,1142.86
Jornada a tiempo completo,Total Nacional,3,2009,1120.3
Jornada a tiempo completo,Total Nacional,3,2008,1113.18
Jornada a tiempo completo,Total Nacional,3,2007,1063.01
Jornada a tiempo completo,Total Nacional,3,2006,1007.14
Jornada a tiempo completo,Total Nacional,4,2023,1631.52
Jornada a tiempo completo,Total Nacional,4,2022,1524.03
Jornada a tiempo completo,Total Nacional,4,2021,1455.64
Jornada a tiempo completo,Total Nacional,4,2020,1423.46
Jornada a tiempo completo,Total Nacional,4,2019,1418.56
Jornada a tiempo completo,Total Nacional,4,2018,1358.39
Jornada a tiempo completo,Total Nacional,4,2017,1323.06
Jornada a tiempo completo,Total Nacional,4,2016,1325.47
Jornada a tiempo completo,Total Nacional,4,2015,1312.19
Jornada a tiempo completo,Total Nacional,4,2014,1315.8
Jornada a tiempo completo,Total Nacional,4,2013,1319.1
Jornada a tiempo completo,Total Nacional,4,2012,1323.28
Jornada a tiempo completo,Total Nacional,4,2011,1311.58
Jornada a tiempo completo,Total Nacional,4,2010,1317.0
Jornada a tiempo completo,Total Nacional,4,2009,1290.47
Jornada a tiempo completo,Total Nacional,4,2008,1267.87
Jornada a tiempo completo,Total Nacional,4,2007,1203.8
Jornada a tiempo completo,Total Nacional,4,2006,1144.5
Jornada a tiempo completo,Total Nacional,5,2023,1834.45
Jornada a tiempo completo,Total Nacional,5,2022,1708.48
Jornada a tiempo completo,Total Nacional,5,2021,1652.94
Jornada a tiempo completo,Total Nacional,5,2020,1606.82
Jornada a tiempo completo,Total Nacional,5,2019,1595.45
Jornada a tiempo completo,Total Nacional,5,2018,1546.13
Jornada a tiempo completo,Total Nacional,5,2017,1498.09
Jornada a tiempo completo,Total Nacional,5,2016,1497.64
Jornada a tiempo completo,Total Nacional,5,2015,1497.28
Jornada a tiempo completo,Total Nacional,5,2014,1503.49
Jornada a tiempo completo,Total Nacional,5,2013,1502.8
Jornada a tiempo completo,Total Nacional,5,2012,1493.26
Jornada a tiempo completo,Total Nacional,5,2011,1484.31
Jornada a tiempo completo,Total Nacional,5,2010,1478.37
Jornada a tiempo completo,Total Nacional,5,2009,1444.04
Jornada a tiempo completo,Total Nacional,5,2008,1411.77
Jornada a tiempo completo,Total Nacional,5,2007,1337.12
Jornada a tiempo completo,Total Nacional,5,2006,1270.23
Jornada a tiempo completo,Total Nacional,6,2023,2060.18
Jornada a tiempo completo,Total Nacional,6,2022,1913.3
Jornada a tiempo completo,Total Nacional,6,2021,1866.07
Jornada a tiempo completo,Total Nacional,6,2020,1816.65
Jornada a tiempo completo,Total Nacional,6,2019,1793.5
Jornada a tiempo completo,Total Nacional,6,2018,1752.62
Jornada a tiempo completo,Total Nacional,6,2017,1698.47
Jornada a tiempo completo,Total Nacional,6,2016,1703.64
Jornada a tiempo completo,Total Nacional,6,2015,1704.22
Jornada a tiempo completo,Total Nacional,6,2014,1715.65
Jornada a tiempo completo,Total Nacional,6,2013,1704.07
Jornada a tiempo completo,Total Nacional,6,2012,1685.57
Jornada a tiempo completo,Total Nacional,6,2011,1678.71
Jornada a tiempo completo,Total Nacional,6,2010,1667.63
Jornada a tiempo completo,Total Nacional,6,2009,1627.48
Jornada a tiempo completo,Total Nacional,6,2008,1577.81
Jornada a tiempo completo,Total Nacional,6,2007,1491.69
Jornada a tiempo completo,Total Nacional,6,2006,1418.28
Jornada a tiempo completo,Total Nacional,7,2023,2356.8
Jornada a tiempo completo,Total Nacional,7,2022,2182.08
Jornada a tiempo completo,Total Nacional,7,2021,2148.86
Jornada a tiempo completo,Total Nacional,7,2020,2107.14
Jornada a tiempo completo,Total Nacional,7,2019,2058.53
Jornada a tiempo completo,Total Nacional,7,2018,2017.11
Jornada a tiempo completo,Total Nacional,7,2017,1969.94
Jornada a tiempo completo,Total Nacional,7,2016,1969.72
Jornada a tiempo completo,Total Nacional,7,2015,1961.12
Jornada a tiempo completo,Total Nacional,7,2014,1997.67
Jornada a tiempo completo,Total Nacional,7,2013,1980.26
Jornada a tiempo completo,Total Nacional,7,2012,1943.54
Jornada a tiempo completo,Total Nacional,7,2011,1926.71
Jornada a tiempo completo,Total Nacional,7,2010,1916.56
Jornada a tiempo completo,Total Nacional,7,2009,1870.56
Jornada a tiempo completo,Total Nacional,7,2008,1795.08
Jornada a tiempo completo,Total Nacional,7,2007,1703.26
Jornada a tiempo completo,Total Nacional,7,2006,1629.29
Jornada a tiempo completo,Total Nacional,8,2023,2781.23
Jornada a tiempo completo,Total Nacional,8,2022,2593.39
Jornada a tiempo completo,Total Nacional,8,2021,2558.44
Jornada a tiempo completo,Total Nacional,8,2020,2541.41
Jornada a tiempo completo,Total Nacional,8,2019,2446.2
Jornada a tiempo completo,Total Nacional,8,2018,2421.73
Jornada a tiempo completo,Total Nacional,8,2017,2363.26
Jornada a tiempo completo,Total Nacional,8,2016,2355.17
Jornada a tiempo completo,Total Nacional,8,2015,2364.19
Jornada a tiempo completo,Total Nacional,8,2014,2386.97
Jornada a tiempo completo,Total Nacional,8,2013,2364.32
Jornada a tiempo completo,Total Nacional,8,2012,2304.44
Jornada a tiempo completo,Total Nacional,8,2011,2292.34
Jornada a tiempo completo,Total Nacional,8,2010,2291.51
Jornada a tiempo completo,Total Nacional,8,2009,2240.5
Jornada a tiempo completo,Total Nacional,8,2008,2144.46
Jornada a tiempo completo,Total Nacional,8,2007,2042.77
Jornada a tiempo completo,Total Nacional,8,2006,1960.26
Jornada a tiempo completo,Total Nacional,9,2023,3392.16
Jornada a tiempo completo,Total Nacional,9,2022,3173.91
Jornada a tiempo completo,Total Nacional,9,2021,3144.92
Jornada a tiempo completo,Total Nacional,9,2020,3161.01
Jornada a tiempo completo,Total Nacional,9,2019,3036.8
Jornada a tiempo completo,Total Nacional,9,2018,3007.98
Jornada a tiempo completo,Total Nacional,9,2017,2956.05
Jornada a tiempo completo,Total Nacional,9,2016,2922.84
Jornada a tiempo completo,Total Nacional,9,2015,2964.56
Jornada a tiempo completo,Total Nacional,9,2014,2947.02
Jornada a tiempo completo,Total Nacional,9,2013,2916.74
Jornada a tiempo completo,Total Nacional,9,2012,2852.32
Jornada a tiempo completo,Total Nacional,9,2011,2849.06
Jornada a tiempo completo,Total Nacional,9,2010,2841.79
Jornada a tiempo completo,Total Nacional,9,2009,2818.54
Jornada a tiempo completo,Total Nacional,9,2008,2695.09
Jornada a tiempo completo,Total Nacional,9,2007,2570.62
Jornada a tiempo completo,Total Nacional,9,2006,2448.15
Jornada a tiempo completo,Total Nacional,10,2023,5386.69
Jornada a tiempo completo,Total Nacional,10,2022,5003.87
Jornada a tiempo completo,Total Nacional,10,2021,5083.75
Jornada a tiempo completo,Total Nacional,10,2020,4964.01
Jornada a tiempo completo,Total Nacional,10,2019,4725.47
Jornada a tiempo completo,Total Nacional,10,2018,4799.61
Jornada a tiempo completo,Total Nacional,10,2017,4631.17
Jornada a tiempo completo,Total Nacional,10,2016,4568.68
Jornada a tiempo completo,Total Nacional,10,2015,4786.61
Jornada a tiempo completo,Total Nacional,10,2014,4616.94
Jornada a tiempo completo,Total Nacional,10,2013,4574.92
Jornada a tiempo completo,Total Nacional,10,2012,4515.01
Jornada a tiempo completo,Total Nacional,10,2011,4418.37
Jornada a tiempo completo,Total Nacional,10,2010,4356.53
Jornada a tiempo completo,Total Nacional,10,2009,4370.12
Jornada a tiempo completo,Total Nacional,10,2008,4346.26
Jornada a tiempo completo,Total Nacional,10,2007,3670.83
Jornada a tiempo completo,Total Nacional,10,2006,3573.7
Jornada a tiempo completo,01 Andalucía,Total decil,2023,2325.04
Jornada a tiempo completo,01 Andalucía,Total decil,2022,2104.78
Jornada a tiempo completo,01 Andalucía,Total decil,2021,2073.58
Jornada a tiempo completo,01 Andalucía,Total decil,2020,2034.99
Jornada a tiempo completo,01 Andalucía,Total decil,2019,1980.07
Jornada a tiempo completo,01 Andalucía,Total decil,2018,1978.86
Jornada a tiempo completo,01 Andalucía,Total decil,2017,1933.55
Jornada a tiempo completo,01 Andalucía,Total decil,2016,1922.75
Jornada a tiempo completo,01 Andalucía,Total decil,2015,1901.43
Jornada a tiempo completo,01 Andalucía,Total decil,2014,1899.37
Jornada a tiempo completo,01 Andalucía,Total decil,2013,1891.22
Jornada a tiempo completo,01 Andalucía,Total decil,2012,1855.99
Jornada a tiempo completo,01 Andalucía,Total decil,2011,1889.92
Jornada a tiempo completo,01 Andalucía,Total decil,2010,1852.11
Jornada a tiempo completo,01 Andalucía,Total decil,2009,1837.26
Jornada a tiempo completo,01 Andalucía,Total decil,2008,1750.49
Jornada a tiempo completo,01 Andalucía,Total decil,2007,1643.43
Jornada a tiempo completo,01 Andalucía,Total decil,2006,1563.06
Jornada a tiempo completo,01 Andalucía,1,2023,895.28
Jornada a tiempo completo,01 Andalucía,1,2022,870.17
Jornada a tiempo completo,01 Andalucía,1,2021,773.95
Jornada a tiempo completo,01 Andalucía,1,2020,732.89
Jornada a tiempo completo,01 Andalucía,1,2019,750.64
Jornada a tiempo completo,01 Andalucía,1,2018,663.53
Jornada a tiempo completo,01 Andalucía,1,2017,649.26
Jornada a tiempo completo,01 Andalucía,1,2016,625.67
Jornada a tiempo completo,01 Andalucía,1,2015,617.61
Jornada a tiempo completo,01 Andalucía,1,2014,575.43
Jornada a tiempo completo,01 Andalucía,1,2013,577.53
Jornada a tiempo completo,01 Andalucía,1,2012,582.04
Jornada a tiempo completo,01 Andalucía,1,2011,591.49
Jornada a tiempo completo,01 Andalucía,1,2010,625.22
Jornada a tiempo completo,01 Andalucía,1,2009,626.0
Jornada a tiempo completo,01 Andalucía,1,2008,636.95
Jornada a tiempo completo,01 Andalucía,1,2007,617.92
Jornada a tiempo completo,01 Andalucía,1,2006,549.26
Jornada a tiempo completo,01 Andalucía,2,2023,1215.77
Jornada a tiempo completo,01 Andalucía,2,2022,1148.04
Jornada a tiempo completo,01 Andalucía,2,2021,1045.98
Jornada a tiempo completo,01 Andalucía,2,2020,1009.19
Jornada a tiempo completo,01 Andalucía,2,2019,1008.25
Jornada a tiempo completo,01 Andalucía,2,2018,918.82
Jornada a tiempo completo,01 Andalucía,2,2017,880.59
Jornada a tiempo completo,01 Andalucía,2,2016,868.62
Jornada a tiempo completo,01 Andalucía,2,2015,848.37
Jornada a tiempo completo,01 Andalucía,2,2014,841.04
Jornada a tiempo completo,01 Andalucía,2,2013,836.2
Jornada a tiempo completo,01 Andalucía,2,2012,859.01
Jornada a tiempo completo,01 Andalucía,2,2011,871.52
Jornada a tiempo completo,01 Andalucía,2,2010,908.09
Jornada a tiempo completo,01 Andalucía,2,2009,881.1
Jornada a tiempo completo,01 Andalucía,2,2008,897.18
Jornada a tiempo completo,01 Andalucía,2,2007,854.63
Jornada a tiempo completo,01 Andalucía,2,2006,803.65
Jornada a tiempo completo,01 Andalucía,3,2023,1434.8
Jornada a tiempo completo,01 Andalucía,3,2022,1340.73
Jornada a tiempo completo,01 Andalucía,3,2021,1256.22
Jornada a tiempo completo,01 Andalucía,3,2020,1235.05
Jornada a tiempo completo,01 Andalucía,3,2019,1222.25
Jornada a tiempo completo,01 Andalucía,3,2018,1151.73
Jornada a tiempo completo,01 Andalucía,3,2017,1115.44
Jornada a tiempo completo,01 Andalucía,3,2016,1107.56
Jornada a tiempo completo,01 Andalucía,3,2015,1097.43
Jornada a tiempo completo,01 Andalucía,3,2014,1105.84
Jornada a tiempo completo,01 Andalucía,3,2013,1106.36
Jornada a tiempo completo,01 Andalucía,3,2012,1117.99
Jornada a tiempo completo,01 Andalucía,3,2011,1124.67
Jornada a tiempo completo,01 Andalucía,3,2010,1143.3
Jornada a tiempo completo,01 Andalucía,3,2009,1119.34
Jornada a tiempo completo,01 Andalucía,3,2008,1116.39
Jornada a tiempo completo,01 Andalucía,3,2007,1062.8
Jornada a tiempo completo,01 Andalucía,3,2006,1007.68
Jornada a tiempo completo,01 Andalucía,4,2023,1632.7
Jornada a tiempo completo,01 Andalucía,4,2022,1522.49
Jornada a tiempo completo,01 Andalucía,4,2021,1449.83
Jornada a tiempo completo,01 Andalucía,4,2020,1420.34
Jornada a tiempo completo,01 Andalucía,4,2019,1413.94
Jornada a tiempo completo,01 Andalucía,4,2018,1362.41
Jornada a tiempo completo,01 Andalucía,4,2017,1324.3
Jornada a tiempo completo,01 Andalucía,4,2016,1324.88
Jornada a tiempo completo,01 Andalucía,4,2015,1314.43
Jornada a tiempo completo,01 Andalucía,4,2014,1315.28
Jornada a tiempo completo,01 Andalucía,4,2013,1315.94
Jornada a tiempo completo,01 Andalucía,4,2012,1318.04
Jornada a tiempo completo,01 Andalucía,4,2011,1309.71
Jornada a tiempo completo,01 Andalucía,4,2010,1319.49
Jornada a tiempo completo,01 Andalucía,4,2009,1288.67
Jornada a tiempo completo,01 Andalucía,4,2008,1270.93
Jornada a tiempo completo,01 Andalucía,4,2007,1203.95
Jornada a tiempo completo,01 Andalucía,4,2006,1143.34
Jornada a tiempo completo,01 Andalucía,5,2023,1831.86
Jornada a tiempo completo,01 Andalucía,5,2022,1705.99
Jornada a tiempo completo,01 Andalucía,5,2021,1654.96
Jornada a tiempo completo,01 Andalucía,5,2020,1604.12
Jornada a tiempo completo,01 Andalucía,5,2019,1597.4
Jornada a tiempo completo,01 Andalucía,5,2018,1544.58
Jornada a tiempo completo,01 Andalucía,5,2017,1499.92
Jornada a tiempo completo,01 Andalucía,5,2016,1500.6
Jornada a tiempo completo,01 Andalucía,5,2015,1500.59
Jornada a tiempo completo,01 Andalucía,5,2014,1502.35
Jornada a tiempo completo,01 Andalucía,5,2013,1500.47
Jornada a tiempo completo,01 Andalucía,5,2012,1496.83
Jornada a tiempo completo,01 Andalucía,5,2011,1484.43
Jornada a tiempo completo,01 Andalucía,5,2010,1476.03
Jornada a tiempo completo,01 Andalucía,5,2009,1443.13
Jornada a tiempo completo,01 Andalucía,5,2008,1413.67
Jornada a tiempo completo,01 Andalucía,5,2007,1335.97
Jornada a tiempo completo,01 Andalucía,5,2006,1268.06
Jornada a tiempo completo,01 Andalucía,6,2023,2059.46
Jornada a tiempo completo,01 Andalucía,6,2022,1908.28
Jornada a tiempo completo,01 Andalucía,6,2021,1857.44
Jornada a tiempo completo,01 Andalucía,6,2020,1810.34
Jornada a tiempo completo,01 Andalucía,6,2019,1794.59
Jornada a tiempo completo,01 Andalucía,6,2018,1748.74
Jornada a tiempo completo,01 Andalucía,6,2017,1692.52
Jornada a tiempo completo,01 Andalucía,6,2016,1703.57
