Tipo de jornada,Comunidades y Ciudades Autónomas,Decil,Periodo,Total
Jornada a tiempo parcial,09 Cataluña,5,2010,1508.23
Jornada a tiempo parcial,09 Cataluña,5,2009,1428.99
Jornada a tiempo parcial,09 Cataluña,5,2008,1422.57
Jornada a tiempo parcial,09 Cataluña,5,2007,1327.95
Jornada a tiempo parcial,09 Cataluña,5,2006,1311.83
Jornada a tiempo parcial,09 Cataluña,6,2023,2024.28
Jornada a tiempo parcial,09 Cataluña,6,2022,1804.7
Jornada a tiempo parcial,09 Cataluña,6,2021,1868.96
Jornada a tiempo parcial,09 Cataluña,6,2020,1821.58
Jornada a tiempo parcial,09 Cataluña,6,2019,1788.78
Jornada a tiempo parcial,09 Cataluña,6,2018,1743.07
Jornada a tiempo parcial,09 Cataluña,6,2017,1682.35
Jornada a tiempo parcial,09 Cataluña,6,2016,1719.5
Jornada a tiempo parcial,09 Cataluña,6,2015,1645.11
Jornada a tiempo parcial,09 Cataluña,6,2014,1723.77
Jornada a tiempo parcial,09 Cataluña,6,2013,1621.72
Jornada a tiempo parcial,09 Cataluña,6,2012,1646.79
Jornada a tiempo parcial,09 Cataluña,6,2011,1692.75
Jornada a tiempo parcial,09 Cataluña,6,2010,1663.37
Jornada a tiempo parcial,09 Cataluña,6,2009,1600.72
Jornada a tiempo parcial,09 Cataluña,6,2008,1576.83
Jornada a tiempo parcial,09 Cataluña,6,2007,1486.01
Jornada a tiempo parcial,09 Cataluña,6,2006,1437.81
Jornada a tiempo parcial,09 Cataluña,7,2023,2335.1
Jornada a tiempo parcial,09 Cataluña,7,2022,2104.98
Jornada a tiempo parcial,09 Cataluña,7,2021,2098.22
Jornada a tiempo parcial,09 Cataluña,7,2020,2136.04
Jornada a tiempo parcial,09 Cataluña,7,2019,2010.25
Jornada a tiempo parcial,09 Cataluña,7,2018,2046.78
Jornada a tiempo parcial,09 Cataluña,7,2017,1973.19
Jornada a tiempo parcial,09 Cataluña,7,2016,1978.72
Jornada a tiempo parcial,09 Cataluña,7,2015,1931.82
Jornada a tiempo parcial,09 Cataluña,7,2014,1938.89
Jornada a tiempo parcial,09 Cataluña,7,2013,1938.64
Jornada a tiempo parcial,09 Cataluña,7,2012,1958.26
Jornada a tiempo parcial,09 Cataluña,7,2011,1992.8
Jornada a tiempo parcial,09 Cataluña,7,2010,1917.38
Jornada a tiempo parcial,09 Cataluña,7,2009,1840.55
Jornada a tiempo parcial,09 Cataluña,7,2008,1827.59
Jornada a tiempo parcial,09 Cataluña,7,2007,1687.4
Jornada a tiempo parcial,09 Cataluña,7,2006,1535.2
Jornada a tiempo parcial,09 Cataluña,8,2023,2952.32
Jornada a tiempo parcial,09 Cataluña,8,2022,2510.33
Jornada a tiempo parcial,09 Cataluña,8,2021,2499.86
Jornada a tiempo parcial,09 Cataluña,8,2020,2542.89
Jornada a tiempo parcial,09 Cataluña,8,2019,2510.99
Jornada a tiempo parcial,09 Cataluña,8,2018,2531.0
Jornada a tiempo parcial,09 Cataluña,8,2017,2356.46
Jornada a tiempo parcial,09 Cataluña,8,2016,2194.58
Jornada a tiempo parcial,09 Cataluña,8,2015,2344.72
Jornada a tiempo parcial,09 Cataluña,8,2014,2251.44
Jornada a tiempo parcial,09 Cataluña,8,2013,2357.05
Jornada a tiempo parcial,09 Cataluña,8,2012,2304.11
Jornada a tiempo parcial,09 Cataluña,8,2011,2258.66
Jornada a tiempo parcial,09 Cataluña,8,2010,2291.71
Jornada a tiempo parcial,09 Cataluña,8,2009,2223.84
Jornada a tiempo parcial,09 Cataluña,8,2008,2158.7
Jornada a tiempo parcial,09 Cataluña,8,2007,2092.84
Jornada a tiempo parcial,09 Cataluña,8,2006,1986.27
Jornada a tiempo parcial,09 Cataluña,9,2023,3158.01
Jornada a tiempo parcial,09 Cataluña,9,2022,3073.0
Jornada a tiempo parcial,09 Cataluña,9,2021,2865.56
Jornada a tiempo parcial,09 Cataluña,9,2020,3058.19
Jornada a tiempo parcial,09 Cataluña,9,2019,2800.78
Jornada a tiempo parcial,09 Cataluña,9,2018,2829.66
Jornada a tiempo parcial,09 Cataluña,9,2017,2866.16
Jornada a tiempo parcial,09 Cataluña,9,2016,2832.48
Jornada a tiempo parcial,09 Cataluña,9,2015,3093.07
Jornada a tiempo parcial,09 Cataluña,9,2014,2829.5
Jornada a tiempo parcial,09 Cataluña,9,2012,2621.22
Jornada a tiempo parcial,09 Cataluña,9,2011,2523.19
Jornada a tiempo parcial,09 Cataluña,9,2010,2816.52
Jornada a tiempo parcial,09 Cataluña,9,2009,2776.6
Jornada a tiempo parcial,09 Cataluña,9,2008,2730.21
Jornada a tiempo parcial,09 Cataluña,9,2007,2524.58
Jornada a tiempo parcial,09 Cataluña,9,2006,2407.66
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2023,862.3
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2022,882.53
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2021,785.84
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2020,757.99
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2019,737.37
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2018,684.57
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2017,712.59
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2016,727.2
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2015,615.8
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2014,697.09
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2013,679.53
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2012,674.07
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2011,637.44
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2010,664.9
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2009,646.68
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2008,667.05
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2007,631.36
Jornada a tiempo parcial,10 Comunitat Valenciana,Total decil,2006,574.05
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2023,608.99
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2022,592.25
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2021,561.91
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2020,511.54
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2019,514.15
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2018,433.26
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2017,425.28
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2016,446.59
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2015,384.75
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2014,420.99
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2013,390.59
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2012,412.56
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2011,440.88
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2010,456.08
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2009,467.94
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2008,477.15
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2007,469.65
Jornada a tiempo parcial,10 Comunitat Valenciana,1,2006,444.64
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2023,1155.62
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2022,1101.08
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2021,997.65
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2020,933.36
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2019,930.84
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2018,876.93
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2017,828.41
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2016,817.58
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2015,791.82
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2014,795.01
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2013,794.12
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2012,772.38
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2011,824.64
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2010,833.98
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2009,827.7
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2008,850.07
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2007,824.93
Jornada a tiempo parcial,10 Comunitat Valenciana,2,2006,763.8
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2023,1424.96
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2022,1331.01
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2021,1252.25
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2020,1239.83
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2019,1208.96
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2018,1152.28
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2017,1082.28
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2016,1107.49
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2015,1094.03
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2014,1108.58
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2013,1061.7
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2012,1119.74
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2011,1089.41
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2010,1147.61
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2009,1114.01
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2008,1121.02
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2007,1028.6
Jornada a tiempo parcial,10 Comunitat Valenciana,3,2006,979.73
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2023,1623.86
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2022,1504.19
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2021,1464.73
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2020,1399.04
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2019,1413.26
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2018,1353.41
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2017,1320.72
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2016,1320.48
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2015,1299.41
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2014,1319.78
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2013,1308.87
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2012,1353.98
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2011,1264.22
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2010,1291.6
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2009,1277.21
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2008,1270.28
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2007,1177.68
Jornada a tiempo parcial,10 Comunitat Valenciana,4,2006,1142.48
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2023,1819.31
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2022,1680.65
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2021,1642.05
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2020,1591.21
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2019,1602.43
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2018,1575.82
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2017,1462.55
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2016,1476.16
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2015,1486.64
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2014,1506.31
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2013,1498.37
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2012,1466.67
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2011,1524.71
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2010,1490.78
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2009,1380.27
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2008,1419.67
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2007,1343.84
Jornada a tiempo parcial,10 Comunitat Valenciana,5,2006,1278.4
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2023,2038.15
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2022,1873.69
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2021,1802.27
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2020,1847.4
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2019,1813.26
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2018,1841.56
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2017,1702.32
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2016,1683.16
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2015,1677.41
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2014,1720.8
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2013,1682.65
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2012,1666.53
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2011,1663.33
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2010,1748.8
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2009,1602.99
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2008,1581.53
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2007,1488.76
Jornada a tiempo parcial,10 Comunitat Valenciana,6,2006,1430.19
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2022,2101.16
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2021,2048.47
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2020,2128.11
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2019,2012.11
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2018,1967.55
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2017,1990.86
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2016,2005.31
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2015,1956.82
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2014,1962.48
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2013,1927.25
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2012,1979.24
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2011,1836.97
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2010,1913.76
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2009,1820.16
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2008,1817.33
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2007,1759.52
Jornada a tiempo parcial,10 Comunitat Valenciana,7,2006,1561.29
Jornada a tiempo parcial,10 Comunitat Valenciana,8,2023,2959.03
Jornada a tiempo parcial,10 Comunitat Valenciana,8,2022,2528.87
Jornada a tiempo parcial,10 Comunitat Valenciana,8,2021,2493.04
Jornada a tiempo parcial,10 Comunitat Valenciana,8,2020,2531.17
Jornada a tiempo parcial,10 Comunitat Valenciana,8,2019,2475.23
Jornada a tiempo parcial,10 Comunitat Valenciana,8,2018,2306.04
Jornada a tiempo parcial,10 Comunitat Valenciana,8,2017,2427.71
Jornada a tiempo parcial,10 Comunitat Valenciana,8,2016,2223.43
Jornada a tiempo parcial,10 Comunitat Valenciana,8,2015,2423.65
Jornada a tiempo parcial,10 Comunitat Valenciana,8,2013,2514.86
Jornada a tiempo parcial,10 Comunitat Valenciana,8,2012,2234.75
Jornada a tiempo parcial,10 Comunitat Valenciana,8,2009,2135.58
Jornada a tiempo parcial,10 Comunitat Valenciana,8,2008,2201.34
Jornada a tiempo parcial,10 Comunitat Valenciana,8,2007,2033.39
Jornada a tiempo parcial,10 Comunitat Valenciana,9,2023,3190.56
Jornada a tiempo parcial,10 Comunitat Valenciana,9,2022,3110.99
Jornada a tiempo parcial,10 Comunitat Valenciana,9,2021,2964.65
Jornada a tiempo parcial,10 Comunitat Valenciana,9,2020,2999.36
Jornada a tiempo parcial,10 Comunitat Valenciana,9,2019,2804.35
Jornada a tiempo parcial,10 Comunitat Valenciana,9,2018,2759.02
Jornada a tiempo parcial,10 Comunitat Valenciana,9,2017,2933.76
Jornada a tiempo parcial,10 Comunitat Valenciana,9,2016,2653.89
Jornada a tiempo parcial,10 Comunitat Valenciana,9,2011,2523.19
Jornada a tiempo parcial,10 Comunitat Valenciana,9,2009,2677.4
Jornada a tiempo parcial,10 Comunitat Valenciana,9,2008,2910.61
Jornada a tiempo parcial,10 Comunitat Valenciana,9,2007,2559.89
Jornada a tiempo parcial,10 Comunitat Valenciana,9,2006,2249.11
Jornada a tiempo parcial,10 Comunitat Valenciana,10,2022,4104.9
Jornada a tiempo parcial,11 Extremadura,Total decil,2023,777.56
Jornada a tiempo parcial,11 Extremadura,Total decil,2022,750.79
Jornada a tiempo parcial,11 Extremadura,Total decil,2021,729.98
Jornada a tiempo parcial,11 Extremadura,Total decil,2020,704.74
Jornada a tiempo parcial,11 Extremadura,Total decil,2019,669.36
Jornada a tiempo parcial,11 Extremadura,Total decil,2018,618.83
Jornada a tiempo parcial,11 Extremadura,Total decil,2017,636.6
Jornada a tiempo parcial,11 Extremadura,Total decil,2016,604.89
Jornada a tiempo parcial,11 Extremadura,Total decil,2015,581.19
Jornada a tiempo parcial,11 Extremadura,Total decil,2014,598.67
Jornada a tiempo parcial,11 Extremadura,Total decil,2013,546.48
Jornada a tiempo parcial,11 Extremadura,Total decil,2012,618.71
Jornada a tiempo parcial,11 Extremadura,Total decil,2011,595.35
Jornada a tiempo parcial,11 Extremadura,Total decil,2010,615.88
Jornada a tiempo parcial,11 Extremadura,Total decil,2009,605.77
Jornada a tiempo parcial,11 Extremadura,Total decil,2008,614.94
Jornada a tiempo parcial,11 Extremadura,Total decil,2007,545.28
Jornada a tiempo parcial,11 Extremadura,Total decil,2006,565.09
Jornada a tiempo parcial,11 Extremadura,1,2023,622.16
Jornada a tiempo parcial,11 Extremadura,1,2022,554.08
Jornada a tiempo parcial,11 Extremadura,1,2021,558.96
Jornada a tiempo parcial,11 Extremadura,1,2020,502.89
Jornada a tiempo parcial,11 Extremadura,1,2019,463.8
Jornada a tiempo parcial,11 Extremadura,1,2018,436.32
Jornada a tiempo parcial,11 Extremadura,1,2017,463.78
Jornada a tiempo parcial,11 Extremadura,1,2016,456.81
Jornada a tiempo parcial,11 Extremadura,1,2015,395.8
Jornada a tiempo parcial,11 Extremadura,1,2014,390.27
Jornada a tiempo parcial,11 Extremadura,1,2013,399.52
Jornada a tiempo parcial,11 Extremadura,1,2012,426.97
Jornada a tiempo parcial,11 Extremadura,1,2011,445.37
Jornada a tiempo parcial,11 Extremadura,1,2010,465.17
Jornada a tiempo parcial,11 Extremadura,1,2009,481.05
Jornada a tiempo parcial,11 Extremadura,1,2008,450.64
Jornada a tiempo parcial,11 Extremadura,1,2007,426.75
Jornada a tiempo parcial,11 Extremadura,1,2006,443.18
Jornada a tiempo parcial,11 Extremadura,2,2023,1146.07
Jornada a tiempo parcial,11 Extremadura,2,2022,1058.79
Jornada a tiempo parcial,11 Extremadura,2,2021,975.17
Jornada a tiempo parcial,11 Extremadura,2,2020,918.92
Jornada a tiempo parcial,11 Extremadura,2,2019,932.24
Jornada a tiempo parcial,11 Extremadura,2,2018,862.87
Jornada a tiempo parcial,11 Extremadura,2,2017,801.88
Jornada a tiempo parcial,11 Extremadura,2,2016,809.93
Jornada a tiempo parcial,11 Extremadura,2,2015,775.08
Jornada a tiempo parcial,11 Extremadura,2,2014,792.25
Jornada a tiempo parcial,11 Extremadura,2,2013,746.61
Jornada a tiempo parcial,11 Extremadura,2,2012,781.1
Jornada a tiempo parcial,11 Extremadura,2,2011,792.76
Jornada a tiempo parcial,11 Extremadura,2,2010,836.59
Jornada a tiempo parcial,11 Extremadura,2,2009,810.39
Jornada a tiempo parcial,11 Extremadura,2,2008,846.0
Jornada a tiempo parcial,11 Extremadura,2,2007,821.73
Jornada a tiempo parcial,11 Extremadura,2,2006,777.52
Jornada a tiempo parcial,11 Extremadura,3,2023,1434.49
Jornada a tiempo parcial,11 Extremadura,3,2022,1317.99
Jornada a tiempo parcial,11 Extremadura,3,2021,1234.98
Jornada a tiempo parcial,11 Extremadura,3,2020,1200.73
Jornada a tiempo parcial,11 Extremadura,3,2019,1224.24
Jornada a tiempo parcial,11 Extremadura,3,2018,1143.75
Jornada a tiempo parcial,11 Extremadura,3,2017,1121.07
Jornada a tiempo parcial,11 Extremadura,3,2016,1088.95
Jornada a tiempo parcial,11 Extremadura,3,2015,1102.88
Jornada a tiempo parcial,11 Extremadura,3,2014,1145.84
Jornada a tiempo parcial,11 Extremadura,3,2013,1049.24
Jornada a tiempo parcial,11 Extremadura,3,2012,1104.14
Jornada a tiempo parcial,11 Extremadura,3,2011,1077.83
Jornada a tiempo parcial,11 Extremadura,3,2010,1102.57
Jornada a tiempo parcial,11 Extremadura,3,2009,1070.84
Jornada a tiempo parcial,11 Extremadura,3,2008,1142.93
Jornada a tiempo parcial,11 Extremadura,3,2007,1027.94
Jornada a tiempo parcial,11 Extremadura,3,2006,963.51
Jornada a tiempo parcial,11 Extremadura,4,2023,1550.71
Jornada a tiempo parcial,11 Extremadura,4,2022,1481.8
Jornada a tiempo parcial,11 Extremadura,4,2021,1443.82
Jornada a tiempo parcial,11 Extremadura,4,2020,1384.92
Jornada a tiempo parcial,11 Extremadura,4,2019,1412.68
Jornada a tiempo parcial,11 Extremadura,4,2018,1298.95
Jornada a tiempo parcial,11 Extremadura,4,2017,1322.35
Jornada a tiempo parcial,11 Extremadura,4,2016,1325.66
Jornada a tiempo parcial,11 Extremadura,4,2015,1299.77
Jornada a tiempo parcial,11 Extremadura,4,2014,1303.79
Jornada a tiempo parcial,11 Extremadura,4,2013,1327.62
Jornada a tiempo parcial,11 Extremadura,4,2012,1272.76
Jornada a tiempo parcial,11 Extremadura,4,2011,1306.54
Jornada a tiempo parcial,11 Extremadura,4,2010,1278.14
Jornada a tiempo parcial,11 Extremadura,4,2009,1292.04
Jornada a tiempo parcial,11 Extremadura,4,2007,1218.08
Jornada a tiempo parcial,11 Extremadura,5,2023,1738.34
Jornada a tiempo parcial,11 Extremadura,5,2022,1645.8
Jornada a tiempo parcial,11 Extremadura,5,2020,1580.62
Jornada a tiempo parcial,11 Extremadura,5,2019,1558.58
Jornada a tiempo parcial,11 Extremadura,5,2018,1471.74
Jornada a tiempo parcial,11 Extremadura,5,2017,1453.74
Jornada a tiempo parcial,11 Extremadura,5,2016,1521.49
Jornada a tiempo parcial,11 Extremadura,5,2015,1518.94
Jornada a tiempo parcial,11 Extremadura,5,2014,1483.96
Jornada a tiempo parcial,11 Extremadura,5,2013,1488.8
Jornada a tiempo parcial,11 Extremadura,5,2012,1527.18
Jornada a tiempo parcial,11 Extremadura,5,2011,1544.67
Jornada a tiempo parcial,11 Extremadura,5,2009,1412.48
Jornada a tiempo parcial,11 Extremadura,5,2008,1352.5
Jornada a tiempo parcial,11 Extremadura,5,2007,1379.38
Jornada a tiempo parcial,11 Extremadura,5,2006,1256.21
Jornada a tiempo parcial,11 Extremadura,6,2021,1819.23
Jornada a tiempo parcial,11 Extremadura,6,2019,1754.31
Jornada a tiempo parcial,11 Extremadura,6,2017,1697.76
Jornada a tiempo parcial,11 Extremadura,6,2015,1793.49
Jornada a tiempo parcial,11 Extremadura,6,2014,1633.4
Jornada a tiempo parcial,11 Extremadura,6,2012,1741.58
Jornada a tiempo parcial,11 Extremadura,6,2011,1682.7
Jornada a tiempo parcial,11 Extremadura,6,2010,1633.38
Jornada a tiempo parcial,11 Extremadura,6,2008,1532.79
Jornada a tiempo parcial,11 Extremadura,7,2022,2316.84
Jornada a tiempo parcial,11 Extremadura,7,2020,2001.63
Jornada a tiempo parcial,11 Extremadura,7,2018,1994.94
Jornada a tiempo parcial,11 Extremadura,7,2015,1903.82
Jornada a tiempo parcial,11 Extremadura,7,2012,1901.67
Jornada a tiempo parcial,11 Extremadura,7,2010,1884.93
Jornada a tiempo parcial,11 Extremadura,7,2009,1872.94
Jornada a tiempo parcial,11 Extremadura,7,2008,1689.75
Jornada a tiempo parcial,11 Extremadura,8,2023,2555.7
Jornada a tiempo parcial,11 Extremadura,8,2020,2535.96
Jornada a tiempo parcial,11 Extremadura,8,2019,2283.04
Jornada a tiempo parcial,11 Extremadura,8,2017,2239.25
Jornada a tiempo parcial,11 Extremadura,8,2016,2427.5
Jornada a tiempo parcial,11 Extremadura,8,2013,2316.72
Jornada a tiempo parcial,11 Extremadura,8,2011,2128.16
Jornada a tiempo parcial,11 Extremadura,8,2010,2262.54
Jornada a tiempo parcial,11 Extremadura,8,2009,2080.24
Jornada a tiempo parcial,11 Extremadura,8,2008,2027.73
Jornada a tiempo parcial,11 Extremadura,8,2007,1881.64
Jornada a tiempo parcial,11 Extremadura,8,2006,1944.4
Jornada a tiempo parcial,11 Extremadura,9,2022,2988.14
Jornada a tiempo parcial,11 Extremadura,9,2020,3063.81
Jornada a tiempo parcial,11 Extremadura,9,2017,2980.72
Jornada a tiempo parcial,11 Extremadura,9,2014,3002.28
Jornada a tiempo parcial,11 Extremadura,9,2011,2533.08
Jornada a tiempo parcial,11 Extremadura,9,2009,2872.69
Jornada a tiempo parcial,11 Extremadura,9,2008,2390.68
Jornada a tiempo parcial,11 Extremadura,9,2007,2341.64
Jornada a tiempo parcial,11 Extremadura,9,2006,2537.29
Jornada a tiempo parcial,12 Galicia,Total decil,2023,895.19
Jornada a tiempo parcial,12 Galicia,Total decil,2022,839.2
Jornada a tiempo parcial,12 Galicia,Total decil,2021,817.58
Jornada a tiempo parcial,12 Galicia,Total decil,2020,750.07
Jornada a tiempo parcial,12 Galicia,Total decil,2019,763.74
Jornada a tiempo parcial,12 Galicia,Total decil,2018,727.01
Jornada a tiempo parcial,12 Galicia,Total decil,2017,682.22
Jornada a tiempo parcial,12 Galicia,Total decil,2016,664.57
Jornada a tiempo parcial,12 Galicia,Total decil,2015,661.67
Jornada a tiempo parcial,12 Galicia,Total decil,2014,636.63
Jornada a tiempo parcial,12 Galicia,Total decil,2013,647.91
Jornada a tiempo parcial,12 Galicia,Total decil,2012,619.98
Jornada a tiempo parcial,12 Galicia,Total decil,2011,653.24
Jornada a tiempo parcial,12 Galicia,Total decil,2010,640.74
Jornada a tiempo parcial,12 Galicia,Total decil,2009,630.69
Jornada a tiempo parcial,12 Galicia,Total decil,2008,644.7
Jornada a tiempo parcial,12 Galicia,Total decil,2007,581.13
Jornada a tiempo parcial,12 Galicia,Total decil,2006,628.87
Jornada a tiempo parcial,12 Galicia,1,2023,612.88
Jornada a tiempo parcial,12 Galicia,1,2022,599.69
Jornada a tiempo parcial,12 Galicia,1,2021,573.93
Jornada a tiempo parcial,12 Galicia,1,2020,501.03
Jornada a tiempo parcial,12 Galicia,1,2019,528.72
Jornada a tiempo parcial,12 Galicia,1,2018,474.08
Jornada a tiempo parcial,12 Galicia,1,2017,439.04
Jornada a tiempo parcial,12 Galicia,1,2016,426.63
Jornada a tiempo parcial,12 Galicia,1,2015,412.14
Jornada a tiempo parcial,12 Galicia,1,2014,393.29
Jornada a tiempo parcial,12 Galicia,1,2013,396.85
Jornada a tiempo parcial,12 Galicia,1,2012,409.0
Jornada a tiempo parcial,12 Galicia,1,2011,444.76
Jornada a tiempo parcial,12 Galicia,1,2010,464.99
Jornada a tiempo parcial,12 Galicia,1,2009,466.61
Jornada a tiempo parcial,12 Galicia,1,2008,472.5
